     code  logKa    score
120  2r9w   5.10  0.78173
121  2hb1   3.80  0.93804
122  1bzc   4.92  0.91423
123  2qbr   6.33  0.91754
124  2qbq   7.44  0.83764
125  2qbp   8.40  0.93171
126  1q8t   4.76  0.77897
127  1ydr   5.52  0.93065
128  1q8u   5.96  0.87905
129  1ydt   7.32  0.98387
130  3ag9   8.05  0.89320
131  3fcq   2.77  0.45631
132  1z9g   5.64  0.85829
133  1qf1   7.32  0.99413
134  5tmn   8.04  0.96798
135  4tmn  10.17  0.87974
136  4ddk   2.29  0.83295
137  4ddh   3.32  0.93201
138  3ivg   4.30  0.97502
139  3coz   5.57  0.98548
140  3coy   6.02  0.99358
141  3pxf   4.43  0.54708
142  4eor   6.30  0.97049
143  2xnb   6.83  0.99533
144  1pxn   7.15  0.99586
145  2fvd   8.52  0.99572
146  4k77   6.63  0.88001
147  4e5w   7.66  0.97203
148  4ivb   8.72  0.99526
149  4ivd   9.52  0.99131
150  4ivc  10.00  0.99706
151  4f09   6.70  0.98727
152  4gfm   7.22  0.96448
153  4hge   7.92  0.93826
154  4e6q   8.36  0.98706
155  4jia   9.22  0.84905
156  2brb   4.86  0.68545
157  2br1   5.14  0.67477
158  3jvr   5.72  0.99404
159  3jvs   6.54  0.86655
160  1nvq   8.25  0.99556
161  3acw   4.76  0.83647
162  4ea2   6.44  0.69498
163  2zcr   6.87  0.67979
164  2zy1   7.40  0.91264
165  2zcq   8.82  0.93747
166  1bcu   3.28  0.86910
167  3bv9   5.36  0.76006
168  1oyt   7.24  0.94788
169  2zda   8.40  0.99431
170  3utu  10.92  0.99169
171  3u9q   4.38  0.95229
172  2yfe   6.63  0.84241
173  3fur   8.00  0.94911
174  3b1m   8.48  0.82322
175  2p4y   9.00  0.99487
176  3uo4   6.52  0.94488
177  3up2   7.40  0.97184
178  3e5a   8.23  0.97443
179  2wtv   8.74  0.99409
180  3myg  10.70  0.98369
181  3kgp   2.57  0.95339
182  1c5z   4.01  0.97420
183  1o5b   5.77  0.96826
184  1owh   7.40  0.89637
185  1sqa   9.21  0.92982
186  4jsz   2.30  0.38359
187  3kwa   4.08  0.09795
188  2weg   6.50  0.97255
189  3ryj   7.80  0.96049
190  3dd0   9.00  0.98946
191  2xdl   3.10  0.88828
192  3b27   5.16  0.90379
193  1yc1   6.17  0.96911
194  3rlr   7.52  0.87973
195  2yki   9.46  0.99243
196  1z95   7.12  0.92107
197  3b68   8.40  0.98129
198  3b5r   8.77  0.99394
199  3b65   9.27  0.99671
200  3g0w   9.52  0.98876
201  4u4s   2.92  0.87530
202  1p1q   4.89  0.89957
203  1syi   5.44  0.98808
204  1p1n   6.80  0.95163
205  2al5   8.40  0.99454
206  3g2z   2.36  0.63663
207  3g31   2.89  0.78951
208  4de2   4.12  0.88806
209  4de3   5.52  0.87581
210  4de1   5.96  0.86045
211  1vso   4.72  0.95918
212  4dld   5.82  0.92684
213  3gbb   6.90  0.99623
214  3fv2   8.11  0.98243
215  3fv1   9.30  0.99357
216  4mgd   4.69  0.99160
217  2qe4   7.96  0.91363
218  1qkt   9.04  0.89280
219  2pog   9.54  0.95251
220  2p15  10.30  0.98738
221  2y5h   5.79  0.93649
222  1lpg   7.09  0.97990
223  2xbv   8.43  0.98914
224  1z6e   9.72  0.99591
225  1mq6  11.15  0.99593
226  1nc3   5.00  0.99565
227  1nc1   6.12  0.86352
228  1y6r  10.11  0.99814
229  4f2w  11.30  0.99882
230  4f3c  11.82  0.99866
231  1uto   2.27  0.85633
232  4abg   3.57  0.96282
233  3gy4   5.10  0.94400
234  1k1i   6.58  0.92620
235  1o3f   7.96  0.95738
236  2yge   5.06  0.87781
237  2fxs   6.06  0.84286
238  2iwx   6.68  0.91768
239  2wer   7.05  0.78743
240  2vw5   8.52  0.96023
241  4kzq   6.10  0.90501
242  4kzu   6.50  0.88995
243  4j21   7.41  0.96454
244  4j3l   7.80  0.95860
245  3kr8   8.10  0.97176
246  2ymd   3.16  0.89501
247  2wnc   6.32  0.94214
248  2xys   7.42  0.98002
249  2wn9   8.52  0.93711
250  2x00  11.33  0.96884
251  3ozt   4.13  0.99470
252  3ozs   5.33  0.98579
253  3oe5   6.88  0.99530
254  3oe4   7.47  0.96542
255  3nw9   9.00  0.96736
256  3ao4   2.07  0.90754
257  3zt2   2.84  0.92728
258  3zsx   3.28  0.67741
259  4cig   3.67  0.91107
260  3zso   5.12  0.95321
261  3n7a   3.70  0.97694
262  4ciw   4.82  0.96612
263  3n86   5.64  0.99340
264  3n76   6.85  0.97329
265  2xb8   7.59  0.98185
266  4bkt   3.62  0.92559
267  4w9c   4.65  0.91228
268  4w9l   5.02  0.97962
269  4w9i   5.96  0.97119
270  4w9h   6.73  0.95350
271  3nq9   4.03  0.59734
272  3ueu   5.24  0.73778
273  3uev   5.89  0.81433
274  3uew   6.31  0.67962
275  3uex   6.92  0.84425
276  3lka   2.82  0.77912
277  3ehy   5.85  0.91241
278  3tsk   7.17  0.84094
279  3nx7   8.10  0.91809
280  4gr0   9.55  0.96896
281  3dxg   2.40  0.49006
282  3d6q   3.76  0.51181
283  1w4o   5.22  0.85955
284  1o0h   5.92  0.94277
285  1u1b   7.80  0.94335

Summary of the scoring power: ===================================
The regression equation: logKa = 7.72 + -0.51 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.434
Standard deviation in fitting (SD) = 1.96
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/redock_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/redock_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
