     code  logKa    score
195  2yki   9.46  8.41209
196  1z95   7.12  7.94032
197  3b68   8.40  7.90486
198  3b5r   8.77  8.01699
199  3b65   9.27  7.91486
200  3g0w   9.52  8.33072
201  4u4s   2.92  4.59004
202  1p1q   4.89  6.67058
203  1syi   5.44  6.80162
204  1p1n   6.80  6.56689
205  2al5   8.40  6.69950
206  3g2z   2.36  3.27848
207  3g31   2.89  3.59493
208  4de2   4.12  4.49535
209  4de3   5.52  4.85413
210  4de1   5.96  4.77203
211  1vso   4.72  6.16358
212  4dld   5.82  6.93689
213  3gbb   6.90  6.64745
214  3fv2   8.11  6.73004
215  3fv1   9.30  7.08123
216  4mgd   4.69  8.21244
217  2qe4   7.96  8.24153
218  1qkt   9.04  8.19236
219  2pog   9.54  8.43216
220  2p15  10.30  9.45655
221  2y5h   5.79  8.47598
222  1lpg   7.09  7.99814
223  2xbv   8.43  8.34880
224  1z6e   9.72  8.63039
225  1mq6  11.15  8.56353
226  1nc3   5.00  7.16379
227  1nc1   6.12  7.66685
228  1y6r  10.11  8.40553
229  4f2w  11.30  8.56972
230  4f3c  11.82  9.18124
231  1uto   2.27  3.94343
232  4abg   3.57  4.41752
233  3gy4   5.10  4.30270
234  1k1i   6.58  7.55681
235  1o3f   7.96  6.61990
236  2yge   5.06  7.73343
237  2fxs   6.06  6.10877
238  2iwx   6.68  6.38049
239  2wer   7.05  6.39763
240  2vw5   8.52  7.49065
241  4kzq   6.10  6.30809
242  4kzu   6.50  6.59251
243  4j21   7.41  7.20368
244  4j3l   7.80  7.65214
245  3kr8   8.10  7.13717
246  2ymd   3.16  6.11553
247  2wnc   6.32  7.43665
248  2xys   7.42  8.06948
249  2wn9   8.52  7.18070
250  2x00  11.33  8.79923
251  3ozt   4.13  6.80132
252  3ozs   5.33  6.90742
253  3oe5   6.88  6.99699
254  3oe4   7.47  6.81130
255  3nw9   9.00  7.17460
256  3ao4   2.07  4.55239
257  3zt2   2.84  4.91104
258  3zsx   3.28  5.11739
259  4cig   3.67  5.45860
260  3zso   5.12  6.11048
261  3n7a   3.70  4.49183
262  4ciw   4.82  5.20549
263  3n86   5.64  6.33203
264  3n76   6.85  6.55832
265  2xb8   7.59  6.65966
266  4bkt   3.62  4.51077
267  4w9c   4.65  5.96585
268  4w9l   5.02  6.89943
269  4w9i   5.96  6.27908
270  4w9h   6.73  6.50354
271  3nq9   4.03  4.22838
272  3ueu   5.24  5.45742
273  3uev   5.89  5.78761
274  3uew   6.31  6.04270
275  3uex   6.92  6.28774
276  3lka   2.82  4.21484
277  3ehy   5.85  6.05902
278  3tsk   7.17  7.68733
279  3nx7   8.10  6.90390
280  4gr0   9.55  8.22817
281  3dxg   2.40  3.95439
282  3d6q   3.76  3.90712
283  1w4o   5.22  4.43221
284  1o0h   5.92  4.82986
285  1u1b   7.80  6.03075

Summary of the scoring power: ===================================
The regression equation: logKa = 1.22 + -1.55 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.806
Standard deviation in fitting (SD) = 1.29
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/dense_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/dense_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
