     code  logKa     score
110  3e93   8.85   7.50470
111  4owm   2.96   3.13164
112  3twp   3.92   2.95152
113  3r88   4.82   3.14906
114  4gkm   5.17   4.89542
115  3qqs   5.82   4.65617
116  3gv9   2.12   3.83920
117  3gr2   2.52   4.14961
118  4kz6   3.10   5.33513
119  4jxs   4.74   5.80600
120  2r9w   5.10   6.06870
121  2hb1   3.80   3.68753
122  1bzc   4.92   5.38211
123  2qbr   6.33   6.01717
124  2qbq   7.44   6.35375
125  2qbp   8.40   6.77693
126  1q8t   4.76   5.95405
127  1ydr   5.52   6.85568
128  1q8u   5.96   7.25162
129  1ydt   7.32   7.94170
130  3ag9   8.05   6.42872
131  3fcq   2.77   3.96146
132  1z9g   5.64   4.99354
133  1qf1   7.32   7.35448
134  5tmn   8.04   6.99207
135  4tmn  10.17   7.47020
136  4ddk   2.29   3.12871
137  4ddh   3.32   4.08955
138  3ivg   4.30   6.27561
139  3coz   5.57   6.54567
140  3coy   6.02   6.91893
141  3pxf   4.43   5.57859
142  4eor   6.30   7.46968
143  2xnb   6.83   7.69522
144  1pxn   7.15   7.08667
145  2fvd   8.52   7.73250
146  4k77   6.63   6.35459
147  4e5w   7.66   8.02422
148  4ivb   8.72   8.38091
149  4ivd   9.52   8.24730
150  4ivc  10.00   8.52717
151  4f09   6.70   7.27706
152  4gfm   7.22   6.31040
153  4hge   7.92   7.17406
154  4e6q   8.36   7.70007
155  4jia   9.22   6.74535
156  2brb   4.86   6.79985
157  2br1   5.14   7.30497
158  3jvr   5.72   5.91286
159  3jvs   6.54   5.63087
160  1nvq   8.25   7.75907
161  3acw   4.76   6.87226
162  4ea2   6.44   7.17682
163  2zcr   6.87   6.32779
164  2zy1   7.40   6.56361
165  2zcq   8.82   6.09487
166  1bcu   3.28   4.67970
167  3bv9   5.36   7.45138
168  1oyt   7.24   7.11062
169  2zda   8.40   7.77623
170  3utu  10.92   9.38848
171  3u9q   4.38   5.59856
172  2yfe   6.63   6.37886
173  3fur   8.00   7.61646
174  3b1m   8.48   7.12400
175  2p4y   9.00   8.03276
176  3uo4   6.52   7.26464
177  3up2   7.40   7.40372
178  3e5a   8.23   8.25280
179  2wtv   8.74   8.24401
180  3myg  10.70   7.47012
181  3kgp   2.57   4.56595
182  1c5z   4.01   4.43692
183  1o5b   5.77   5.72031
184  1owh   7.40   5.72738
185  1sqa   9.21   7.29594
186  4jsz   2.30   3.50045
187  3kwa   4.08   4.28691
188  2weg   6.50   5.90418
189  3ryj   7.80   6.94112
190  3dd0   9.00   7.21887
191  2xdl   3.10   4.62610
192  3b27   5.16   5.57538
193  1yc1   6.17   6.77269
194  3rlr   7.52   7.08002
195  2yki   9.46   8.72990
196  1z95   7.12   7.08599
197  3b68   8.40   7.42067
198  3b5r   8.77   8.00537
199  3b65   9.27   7.79229
200  3g0w   9.52   7.97114
201  4u4s   2.92   4.92035
202  1p1q   4.89   6.38104
203  1syi   5.44   7.24328
204  1p1n   6.80   6.37778
205  2al5   8.40   6.90245
206  3g2z   2.36   4.14218
207  3g31   2.89   4.13653
208  4de2   4.12   5.74839
209  4de3   5.52   6.17598
210  4de1   5.96   5.81896
211  1vso   4.72   5.62545
212  4dld   5.82   6.71505
213  3gbb   6.90   7.27492
214  3fv2   8.11   6.79205
215  3fv1   9.30   7.57510
216  4mgd   4.69   7.18714
217  2qe4   7.96   6.93656
218  1qkt   9.04   7.03401
219  2pog   9.54   7.35292
220  2p15  10.30   8.72795
221  2y5h   5.79   7.58092
222  1lpg   7.09   8.02481
223  2xbv   8.43   8.64522
224  1z6e   9.72   9.30551
225  1mq6  11.15   8.79453
226  1nc3   5.00   6.84544
227  1nc1   6.12   6.97001
228  1y6r  10.11   9.18939
229  4f2w  11.30   9.19720
230  4f3c  11.82   9.67633
231  1uto   2.27   3.45812
232  4abg   3.57   4.18310
233  3gy4   5.10   4.31740
234  1k1i   6.58   7.88901
235  1o3f   7.96   6.65865
236  2yge   5.06   6.95129
237  2fxs   6.06   5.54867
238  2iwx   6.68   6.33334
239  2wer   7.05   6.10845
240  2vw5   8.52   6.86486
241  4kzq   6.10   6.49402
242  4kzu   6.50   6.41661
243  4j21   7.41   6.96992
244  4j3l   7.80   7.15980
245  3kr8   8.10   6.71404
246  2ymd   3.16   6.01209
247  2wnc   6.32   6.62099
248  2xys   7.42   8.29702
249  2wn9   8.52   6.38518
250  2x00  11.33   8.66303
251  3ozt   4.13   6.56833
252  3ozs   5.33   6.54478
253  3oe5   6.88   6.88526
254  3oe4   7.47   6.85007
255  3nw9   9.00   7.39335
256  3ao4   2.07   4.34279
257  3zt2   2.84   4.80958
258  3zsx   3.28   4.66435
259  4cig   3.67   5.40101
260  3zso   5.12   5.93752
261  3n7a   3.70   4.60740
262  4ciw   4.82   5.18000
263  3n86   5.64   6.80494
264  3n76   6.85   6.53103
265  2xb8   7.59   6.07320
266  4bkt   3.62   5.20703
267  4w9c   4.65   6.70148
268  4w9l   5.02   7.13630
269  4w9i   5.96   7.07885
270  4w9h   6.73   7.15988
271  3nq9   4.03   4.70456
272  3ueu   5.24   6.00996
273  3uev   5.89   6.49315
274  3uew   6.31   6.40515
275  3uex   6.92   6.48648
276  3lka   2.82   4.19692
277  3ehy   5.85   5.39776
278  3tsk   7.17   6.99908
279  3nx7   8.10   5.60102
280  4gr0   9.55   7.70275
281  3dxg   2.40   4.12281
282  3d6q   3.76   4.12549
283  1w4o   5.22   4.62117
284  1o0h   5.92   5.14962
285  1u1b   7.80   6.70681

Summary of the scoring power: ===================================
The regression equation: logKa = 1.29 + -1.89 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.826
Standard deviation in fitting (SD) = 1.23
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/general_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/general_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
