     code  logKa     score
125  2qbp   8.40   7.19054
126  1q8t   4.76   5.95511
127  1ydr   5.52   6.27549
128  1q8u   5.96   6.21734
129  1ydt   7.32   7.46448
130  3ag9   8.05   5.16130
131  3fcq   2.77   2.07476
132  1z9g   5.64   5.38969
133  1qf1   7.32   7.95177
134  5tmn   8.04   5.46598
135  4tmn  10.17   5.57101
136  4ddk   2.29   2.13888
137  4ddh   3.32   3.57176
138  3ivg   4.30   5.37461
139  3coz   5.57   6.14739
140  3coy   6.02   6.53733
141  3pxf   4.43   5.28553
142  4eor   6.30   7.53048
143  2xnb   6.83   8.35371
144  1pxn   7.15   7.43186
145  2fvd   8.52   8.58201
146  4k77   6.63   5.76208
147  4e5w   7.66   7.78962
148  4ivb   8.72   9.22771
149  4ivd   9.52   9.11954
150  4ivc  10.00   9.46055
151  4f09   6.70   7.60615
152  4gfm   7.22   4.92899
153  4hge   7.92   6.69067
154  4e6q   8.36   7.18823
155  4jia   9.22   6.40346
156  2brb   4.86   7.00531
157  2br1   5.14   7.52344
158  3jvr   5.72   4.30664
159  3jvs   6.54   4.33212
160  1nvq   8.25   7.63255
161  3acw   4.76   5.31046
162  4ea2   6.44   6.87477
163  2zcr   6.87   5.72400
164  2zy1   7.40   5.73840
165  2zcq   8.82   4.34575
166  1bcu   3.28   2.95113
167  3bv9   5.36   6.72864
168  1oyt   7.24   6.59380
169  2zda   8.40   6.85986
170  3utu  10.92   8.72124
171  3u9q   4.38   5.41345
172  2yfe   6.63   5.79331
173  3fur   8.00   7.87131
174  3b1m   8.48   7.40171
175  2p4y   9.00   7.13863
176  3uo4   6.52   7.26580
177  3up2   7.40   7.41157
178  3e5a   8.23   8.67738
179  2wtv   8.74   7.72161
180  3myg  10.70   6.07369
181  3kgp   2.57   3.79498
182  1c5z   4.01   4.22095
183  1o5b   5.77   4.32834
184  1owh   7.40   6.38634
185  1sqa   9.21   6.92905
186  4jsz   2.30   2.27825
187  3kwa   4.08   3.32930
188  2weg   6.50   5.23603
189  3ryj   7.80   7.10279
190  3dd0   9.00   7.40236
191  2xdl   3.10   5.48058
192  3b27   5.16   5.51597
193  1yc1   6.17   6.88606
194  3rlr   7.52   8.28321
195  2yki   9.46   8.94135
196  1z95   7.12   7.82072
197  3b68   8.40   7.58400
198  3b5r   8.77   8.16682
199  3b65   9.27   8.02654
200  3g0w   9.52   8.29877
201  4u4s   2.92   3.81099
202  1p1q   4.89   6.28642
203  1syi   5.44   6.53498
204  1p1n   6.80   6.71364
205  2al5   8.40   6.73674
206  3g2z   2.36   2.54644
207  3g31   2.89   4.47297
208  4de2   4.12   5.59581
209  4de3   5.52   4.55538
210  4de1   5.96   5.14290
211  1vso   4.72   4.78111
212  4dld   5.82   5.38314
213  3gbb   6.90   6.77516
214  3fv2   8.11   6.94573
215  3fv1   9.30   7.12236
216  4mgd   4.69   7.70519
217  2qe4   7.96   7.17198
218  1qkt   9.04   7.63939
219  2pog   9.54   7.91771
220  2p15  10.30   8.86530
221  2y5h   5.79   6.54749
222  1lpg   7.09   8.35453
223  2xbv   8.43   7.56708
224  1z6e   9.72   9.26071
225  1mq6  11.15   9.22690
226  1nc3   5.00   6.46380
227  1nc1   6.12   6.41397
228  1y6r  10.11   9.77472
229  4f2w  11.30  10.01411
230  4f3c  11.82  10.63258
231  1uto   2.27   3.31085
232  4abg   3.57   5.04047
233  3gy4   5.10   4.22943
234  1k1i   6.58   6.84335
235  1o3f   7.96   5.45750
236  2yge   5.06   6.62830
237  2fxs   6.06   6.10211
238  2iwx   6.68   6.82167
239  2wer   7.05   6.26589
240  2vw5   8.52   6.83185
241  4kzq   6.10   5.21457
242  4kzu   6.50   5.41983
243  4j21   7.41   5.73769
244  4j3l   7.80   6.27449
245  3kr8   8.10   7.10728
246  2ymd   3.16   6.04040
247  2wnc   6.32   6.31753
248  2xys   7.42   7.96423
249  2wn9   8.52   5.76509
250  2x00  11.33   9.89459
251  3ozt   4.13   6.29306
252  3ozs   5.33   6.24018
253  3oe5   6.88   6.37013
254  3oe4   7.47   5.88121
255  3nw9   9.00   8.37461
256  3ao4   2.07   3.35169
257  3zt2   2.84   4.27620
258  3zsx   3.28   2.68805
259  4cig   3.67   3.25921
260  3zso   5.12   3.59954
261  3n7a   3.70   4.39740
262  4ciw   4.82   4.88769
263  3n86   5.64   6.96644
264  3n76   6.85   6.80715
265  2xb8   7.59   6.27839
266  4bkt   3.62   4.59083
267  4w9c   4.65   6.66208
268  4w9l   5.02   6.78048
269  4w9i   5.96   6.30394
270  4w9h   6.73   6.51490
271  3nq9   4.03   4.48762
272  3ueu   5.24   5.31030
273  3uev   5.89   5.74556
274  3uew   6.31   6.19361
275  3uex   6.92   6.47707
276  3lka   2.82   3.19366
277  3ehy   5.85   4.04855
278  3tsk   7.17   7.21165
279  3nx7   8.10   4.85700
280  4gr0   9.55   7.73341
281  3dxg   2.40   2.35332
282  3d6q   3.76   2.53160
283  1w4o   5.22   3.80328
284  1o0h   5.92   3.32031
285  1u1b   7.80   4.15056

Summary of the scoring power: ===================================
The regression equation: logKa = 1.00 + 0.33 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.794
Standard deviation in fitting (SD) = 1.32
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/default_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/default_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
