     code  logKa    score
84   3f3d   7.16  5.58294
85   3f3e   7.70  5.44303
86   2wbg   4.45  6.39096
87   2cbv   5.48  5.36818
88   2j78   6.42  5.56537
89   2j7h   7.19  5.29146
90   2cet   8.02  6.99482
91   3udh   2.85  5.71044
92   3rsx   4.41  5.44231
93   4djv   6.72  7.35496
94   2vkm   8.74  8.78422
95   4gid  10.77  9.26968
96   4jfs   5.27  5.66272
97   4j28   5.70  5.70837
98   2wvt   6.12  5.37041
99   2xii   7.20  6.73427
100  4pcs   7.85  5.86229
101  3rr4   4.55  6.66736
102  1s38   5.15  6.50732
103  1r5y   6.46  6.50318
104  3gc5   7.26  8.19116
105  3ge7   8.70  8.33837
106  4dli   5.62  6.20229
107  2zb1   6.32  7.07432
108  4f9w   6.94  7.39209
109  3e92   8.00  7.41831
110  3e93   8.85  7.96048
111  4owm   2.96  3.95918
112  3twp   3.92  3.58040
113  3r88   4.82  4.56260
114  4gkm   5.17  5.67222
115  3qqs   5.82  5.57501
116  3gv9   2.12  4.36416
117  3gr2   2.52  4.01657
118  4kz6   3.10  4.86315
119  4jxs   4.74  5.59214
120  2r9w   5.10  5.60818
121  2hb1   3.80  4.86537
122  1bzc   4.92  5.38275
123  2qbr   6.33  6.24107
124  2qbq   7.44  6.39605
125  2qbp   8.40  6.43821
126  1q8t   4.76  6.24747
127  1ydr   5.52  6.85202
128  1q8u   5.96  7.05544
129  1ydt   7.32  7.94026
130  3ag9   8.05  6.74174
131  3fcq   2.77  4.44166
132  1z9g   5.64  5.44751
133  1qf1   7.32  6.99496
134  5tmn   8.04  6.41535
135  4tmn  10.17  6.92326
136  4ddk   2.29  4.34425
137  4ddh   3.32  5.17840
138  3ivg   4.30  6.81960
139  3coz   5.57  7.01232
140  3coy   6.02  7.26392
141  3pxf   4.43  5.63963
142  4eor   6.30  7.75120
143  2xnb   6.83  8.09874
144  1pxn   7.15  7.80668
145  2fvd   8.52  8.07805
146  4k77   6.63  6.82560
147  4e5w   7.66  7.87800
148  4ivb   8.72  7.76118
149  4ivd   9.52  7.92684
150  4ivc  10.00  8.00953
151  4f09   6.70  7.17416
152  4gfm   7.22  6.59782
153  4hge   7.92  7.67232
154  4e6q   8.36  7.32002
155  4jia   9.22  7.08916
156  2brb   4.86  6.61966
157  2br1   5.14  6.96926
158  3jvr   5.72  6.02594
159  3jvs   6.54  5.73946
160  1nvq   8.25  8.44554
161  3acw   4.76  6.39920
162  4ea2   6.44  6.94759
163  2zcr   6.87  6.20212
164  2zy1   7.40  6.50867
165  2zcq   8.82  5.86337
166  1bcu   3.28  5.46583
167  3bv9   5.36  8.03487
168  1oyt   7.24  7.00149
169  2zda   8.40  7.35173
170  3utu  10.92  8.80087
171  3u9q   4.38  5.11173
172  2yfe   6.63  6.25873
173  3fur   8.00  8.57968
174  3b1m   8.48  7.33551
175  2p4y   9.00  8.83362
176  3uo4   6.52  7.57624
177  3up2   7.40  7.57639
178  3e5a   8.23  8.12200
179  2wtv   8.74  8.50276
180  3myg  10.70  7.46187
181  3kgp   2.57  5.08730
182  1c5z   4.01  5.18391
183  1o5b   5.77  6.18966
184  1owh   7.40  5.73087
185  1sqa   9.21  6.77223
186  4jsz   2.30  3.53484
187  3kwa   4.08  4.23559
188  2weg   6.50  5.63310
189  3ryj   7.80  5.80143
190  3dd0   9.00  6.30237
191  2xdl   3.10  5.61730
192  3b27   5.16  6.22971
193  1yc1   6.17  7.28608
194  3rlr   7.52  7.62400
195  2yki   9.46  8.50459
196  1z95   7.12  7.67335
197  3b68   8.40  7.57235
198  3b5r   8.77  8.12059
199  3b65   9.27  7.66070
200  3g0w   9.52  7.91152
201  4u4s   2.92  5.71081
202  1p1q   4.89  6.08095
203  1syi   5.44  6.75977
204  1p1n   6.80  5.92843
205  2al5   8.40  6.70371
206  3g2z   2.36  4.37428
207  3g31   2.89  4.35385
208  4de2   4.12  5.63484
209  4de3   5.52  5.72600
210  4de1   5.96  5.73404
211  1vso   4.72  5.62770
212  4dld   5.82  6.64368
213  3gbb   6.90  6.25383
214  3fv2   8.11  6.27688
215  3fv1   9.30  6.81118
216  4mgd   4.69  7.21833
217  2qe4   7.96  7.04612
218  1qkt   9.04  6.86212
219  2pog   9.54  6.95545
220  2p15  10.30  8.80037
221  2y5h   5.79  7.34749
222  1lpg   7.09  7.38236
223  2xbv   8.43  7.72580
224  1z6e   9.72  8.04242
225  1mq6  11.15  8.01436
226  1nc3   5.00  6.81442
227  1nc1   6.12  7.04882
228  1y6r  10.11  7.68494
229  4f2w  11.30  7.76494
230  4f3c  11.82  8.07793
231  1uto   2.27  4.75947
232  4abg   3.57  5.37238
233  3gy4   5.10  5.17318
234  1k1i   6.58  7.47234
235  1o3f   7.96  6.37510
236  2yge   5.06  7.34085
237  2fxs   6.06  5.83177
238  2iwx   6.68  6.52677
239  2wer   7.05  6.38096
240  2vw5   8.52  7.52161
241  4kzq   6.10  6.17410
242  4kzu   6.50  6.39171
243  4j21   7.41  6.90328
244  4j3l   7.80  7.07943
245  3kr8   8.10  6.97009
246  2ymd   3.16  5.73612
247  2wnc   6.32  6.12294
248  2xys   7.42  6.94153
249  2wn9   8.52  6.18313
250  2x00  11.33  8.03075
251  3ozt   4.13  6.38753
252  3ozs   5.33  6.47972
253  3oe5   6.88  6.51018
254  3oe4   7.47  6.42845
255  3nw9   9.00  6.94742
256  3ao4   2.07  5.51191
257  3zt2   2.84  5.79558
258  3zsx   3.28  6.17437
259  4cig   3.67  6.58004
260  3zso   5.12  7.25854
261  3n7a   3.70  4.63730
262  4ciw   4.82  5.18237
263  3n86   5.64  6.47031
264  3n76   6.85  6.24466
265  2xb8   7.59  6.13736
266  4bkt   3.62  5.14814
267  4w9c   4.65  6.24774
268  4w9l   5.02  7.17506
269  4w9i   5.96  6.62397
270  4w9h   6.73  6.69211
271  3nq9   4.03  4.47621
272  3ueu   5.24  5.71161
273  3uev   5.89  6.07543
274  3uew   6.31  6.21695
275  3uex   6.92  6.42246
276  3lka   2.82  4.85189
277  3ehy   5.85  5.10851
278  3tsk   7.17  7.30885
279  3nx7   8.10  5.52195
280  4gr0   9.55  7.86225
281  3dxg   2.40  4.38959
282  3d6q   3.76  4.84436
283  1w4o   5.22  4.66260
284  1o0h   5.92  5.05015
285  1u1b   7.80  6.25165

Summary of the scoring power: ===================================
The regression equation: logKa = 1.42 + -2.80 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.746
Standard deviation in fitting (SD) = 1.45
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/crossdock_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/crossdock_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
