     code  logKa     score
241  4kzq   6.10  11.46557
242  4kzu   6.50  11.61455
243  4j21   7.41  12.17652
244  4j3l   7.80  11.34442
245  3kr8   8.10  12.04392
246  2ymd   3.16   7.86838
247  2wnc   6.32   7.96696
248  2xys   7.42  11.46489
249  2wn9   8.52   7.30198
250  2x00  11.33  13.92072
251  3ozt   4.13  11.69286
252  3ozs   5.33  11.41712
253  3oe5   6.88  11.01070
254  3oe4   7.47  11.57315
255  3nw9   9.00  13.13714
256  3ao4   2.07   7.69532
257  3zt2   2.84   9.77627
258  3zsx   3.28   7.62788
259  4cig   3.67   7.91395
260  3zso   5.12   8.48753
261  3n7a   3.70   8.20255
262  4ciw   4.82   9.09869
263  3n86   5.64  12.68089
264  3n76   6.85  12.06412
265  2xb8   7.59  11.78389
266  4bkt   3.62   6.81139
267  4w9c   4.65   8.08368
268  4w9l   5.02   9.09526
269  4w9i   5.96   9.05949
270  4w9h   6.73   8.88835
271  3nq9   4.03   4.25689
272  3ueu   5.24   5.87789
273  3uev   5.89   6.32936
274  3uew   6.31   6.51360
275  3uex   6.92   7.04693
276  3lka   2.82   6.59132
277  3ehy   5.85   7.44822
278  3tsk   7.17   9.92498
279  3nx7   8.10   7.00063
280  4gr0   9.55  11.79881
281  3dxg   2.40   4.95673
282  3d6q   3.76   5.52990
283  1w4o   5.22   6.89696
284  1o0h   5.92   7.61219
285  1u1b   7.80   8.74332

Summary of the scoring power: ===================================
The regression equation: logKa = 0.61 + 1.03 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.592
Standard deviation in fitting (SD) = 1.75
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/default_Affinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/default_Affinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
