     code  logKa    score
109  3e92   8.00  0.93394
110  3e93   8.85  0.87406
111  4owm   2.96  0.85087
112  3twp   3.92  0.81644
113  3r88   4.82  0.92474
114  4gkm   5.17  0.98890
115  3qqs   5.82  0.98244
116  3gv9   2.12  0.82292
117  3gr2   2.52  0.31302
118  4kz6   3.10  0.96705
119  4jxs   4.74  0.96314
120  2r9w   5.10  0.86037
121  2hb1   3.80  0.84067
122  1bzc   4.92  0.95221
123  2qbr   6.33  0.96432
124  2qbq   7.44  0.91978
125  2qbp   8.40  0.90849
126  1q8t   4.76  0.68748
127  1ydr   5.52  0.98217
128  1q8u   5.96  0.98744
129  1ydt   7.32  0.99394
130  3ag9   8.05  0.95585
131  3fcq   2.77  0.78889
132  1z9g   5.64  0.88127
133  1qf1   7.32  0.99343
134  5tmn   8.04  0.97916
135  4tmn  10.17  0.97867
136  4ddk   2.29  0.88409
137  4ddh   3.32  0.98368
138  3ivg   4.30  0.97623
139  3coz   5.57  0.96512
140  3coy   6.02  0.98274
141  3pxf   4.43  0.47765
142  4eor   6.30  0.99511
143  2xnb   6.83  0.99817
144  1pxn   7.15  0.99405
145  2fvd   8.52  0.99697
146  4k77   6.63  0.93461
147  4e5w   7.66  0.92300
148  4ivb   8.72  0.99498
149  4ivd   9.52  0.98776
150  4ivc  10.00  0.99529
151  4f09   6.70  0.99417
152  4gfm   7.22  0.92640
153  4hge   7.92  0.97367
154  4e6q   8.36  0.99480
155  4jia   9.22  0.61323
156  2brb   4.86  0.93963
157  2br1   5.14  0.93411
158  3jvr   5.72  0.97870
159  3jvs   6.54  0.87948
160  1nvq   8.25  0.97509
161  3acw   4.76  0.68918
162  4ea2   6.44  0.65543
163  2zcr   6.87  0.61061
164  2zy1   7.40  0.92161
165  2zcq   8.82  0.52274
166  1bcu   3.28  0.81701
167  3bv9   5.36  0.29974
168  1oyt   7.24  0.93814
169  2zda   8.40  0.99884
170  3utu  10.92  0.99952
171  3u9q   4.38  0.94488
172  2yfe   6.63  0.93168
173  3fur   8.00  0.75569
174  3b1m   8.48  0.88660
175  2p4y   9.00  0.97512
176  3uo4   6.52  0.98938
177  3up2   7.40  0.99158
178  3e5a   8.23  0.98823
179  2wtv   8.74  0.99388
180  3myg  10.70  0.98920
181  3kgp   2.57  0.99521
182  1c5z   4.01  0.99261
183  1o5b   5.77  0.99024
184  1owh   7.40  0.90866
185  1sqa   9.21  0.93824
186  4jsz   2.30  0.38152
187  3kwa   4.08  0.02496
188  2weg   6.50  0.95442
189  3ryj   7.80  0.96037
190  3dd0   9.00  0.99192
191  2xdl   3.10  0.88876
192  3b27   5.16  0.96468
193  1yc1   6.17  0.98267
194  3rlr   7.52  0.97926
195  2yki   9.46  0.98714
196  1z95   7.12  0.54250
197  3b68   8.40  0.86977
198  3b5r   8.77  0.89810
199  3b65   9.27  0.94741
200  3g0w   9.52  0.90542
201  4u4s   2.92  0.89166
202  1p1q   4.89  0.96986
203  1syi   5.44  0.99776
204  1p1n   6.80  0.98026
205  2al5   8.40  0.99388
206  3g2z   2.36  0.59229
207  3g31   2.89  0.70404
208  4de2   4.12  0.94361
209  4de3   5.52  0.98871
210  4de1   5.96  0.91953
211  1vso   4.72  0.99197
212  4dld   5.82  0.97771
213  3gbb   6.90  0.98985
214  3fv2   8.11  0.91970
215  3fv1   9.30  0.94455
216  4mgd   4.69  0.94036
217  2qe4   7.96  0.73863
218  1qkt   9.04  0.85133
219  2pog   9.54  0.86022
220  2p15  10.30  0.93298
221  2y5h   5.79  0.97468
222  1lpg   7.09  0.99542
223  2xbv   8.43  0.99400
224  1z6e   9.72  0.99793
225  1mq6  11.15  0.99756
226  1nc3   5.00  0.89050
227  1nc1   6.12  0.71061
228  1y6r  10.11  0.93717
229  4f2w  11.30  0.92457
230  4f3c  11.82  0.92041
231  1uto   2.27  0.95776
232  4abg   3.57  0.96364
233  3gy4   5.10  0.98199
234  1k1i   6.58  0.99193
235  1o3f   7.96  0.96619
236  2yge   5.06  0.67580
237  2fxs   6.06  0.80434
238  2iwx   6.68  0.96675
239  2wer   7.05  0.91772
240  2vw5   8.52  0.81457
241  4kzq   6.10  0.94592
242  4kzu   6.50  0.93189
243  4j21   7.41  0.89053
244  4j3l   7.80  0.84352
245  3kr8   8.10  0.86687
246  2ymd   3.16  0.80072
247  2wnc   6.32  0.89159
248  2xys   7.42  0.94645
249  2wn9   8.52  0.90337
250  2x00  11.33  0.97474
251  3ozt   4.13  0.97380
252  3ozs   5.33  0.92990
253  3oe5   6.88  0.98451
254  3oe4   7.47  0.97962
255  3nw9   9.00  0.97427
256  3ao4   2.07  0.94035
257  3zt2   2.84  0.96889
258  3zsx   3.28  0.80210
259  4cig   3.67  0.88422
260  3zso   5.12  0.82316
261  3n7a   3.70  0.93141
262  4ciw   4.82  0.73904
263  3n86   5.64  0.92353
264  3n76   6.85  0.85869
265  2xb8   7.59  0.88495
266  4bkt   3.62  0.95516
267  4w9c   4.65  0.95508
268  4w9l   5.02  0.94235
269  4w9i   5.96  0.99117
270  4w9h   6.73  0.98110
271  3nq9   4.03  0.79241
272  3ueu   5.24  0.73765
273  3uev   5.89  0.88364
274  3uew   6.31  0.73418
275  3uex   6.92  0.85787
276  3lka   2.82  0.63810
277  3ehy   5.85  0.94406
278  3tsk   7.17  0.77472
279  3nx7   8.10  0.98779
280  4gr0   9.55  0.97452
281  3dxg   2.40  0.94061
282  3d6q   3.76  0.68967
283  1w4o   5.22  0.98817
284  1o0h   5.92  0.99624
285  1u1b   7.80  0.99656

Summary of the scoring power: ===================================
The regression equation: logKa = 3.37 + 3.47 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.232
Standard deviation in fitting (SD) = 2.12
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/general_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/general_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
