     code  logKa    score
91   3udh   2.85  0.98461
92   3rsx   4.41  0.82474
93   4djv   6.72  0.98587
94   2vkm   8.74  0.97837
95   4gid  10.77  0.99728
96   4jfs   5.27  0.96543
97   4j28   5.70  0.96792
98   2wvt   6.12  0.99004
99   2xii   7.20  0.99591
100  4pcs   7.85  0.99011
101  3rr4   4.55  0.98266
102  1s38   5.15  0.98842
103  1r5y   6.46  0.98931
104  3gc5   7.26  0.99958
105  3ge7   8.70  0.99911
106  4dli   5.62  0.73475
107  2zb1   6.32  0.88139
108  4f9w   6.94  0.97617
109  3e92   8.00  0.96083
110  3e93   8.85  0.97591
111  4owm   2.96  0.90595
112  3twp   3.92  0.86458
113  3r88   4.82  0.95260
114  4gkm   5.17  0.95770
115  3qqs   5.82  0.94901
116  3gv9   2.12  0.61379
117  3gr2   2.52  0.43154
118  4kz6   3.10  0.86523
119  4jxs   4.74  0.81159
120  2r9w   5.10  0.76073
121  2hb1   3.80  0.87266
122  1bzc   4.92  0.90660
123  2qbr   6.33  0.87818
124  2qbq   7.44  0.79783
125  2qbp   8.40  0.84586
126  1q8t   4.76  0.78498
127  1ydr   5.52  0.94885
128  1q8u   5.96  0.93129
129  1ydt   7.32  0.97977
130  3ag9   8.05  0.87970
131  3fcq   2.77  0.49275
132  1z9g   5.64  0.84929
133  1qf1   7.32  0.96959
134  5tmn   8.04  0.85120
135  4tmn  10.17  0.77849
136  4ddk   2.29  0.86480
137  4ddh   3.32  0.83573
138  3ivg   4.30  0.89017
139  3coz   5.57  0.94836
140  3coy   6.02  0.97311
141  3pxf   4.43  0.54403
142  4eor   6.30  0.97705
143  2xnb   6.83  0.99564
144  1pxn   7.15  0.99467
145  2fvd   8.52  0.99546
146  4k77   6.63  0.97455
147  4e5w   7.66  0.98648
148  4ivb   8.72  0.99500
149  4ivd   9.52  0.99353
150  4ivc  10.00  0.99658
151  4f09   6.70  0.99107
152  4gfm   7.22  0.94580
153  4hge   7.92  0.97263
154  4e6q   8.36  0.97278
155  4jia   9.22  0.86489
156  2brb   4.86  0.79964
157  2br1   5.14  0.77090
158  3jvr   5.72  0.96914
159  3jvs   6.54  0.68543
160  1nvq   8.25  0.99604
161  3acw   4.76  0.86198
162  4ea2   6.44  0.78142
163  2zcr   6.87  0.67436
164  2zy1   7.40  0.86133
165  2zcq   8.82  0.61996
166  1bcu   3.28  0.92669
167  3bv9   5.36  0.72637
168  1oyt   7.24  0.93757
169  2zda   8.40  0.99420
170  3utu  10.92  0.99270
171  3u9q   4.38  0.81332
172  2yfe   6.63  0.73529
173  3fur   8.00  0.92351
174  3b1m   8.48  0.73908
175  2p4y   9.00  0.98824
176  3uo4   6.52  0.97025
177  3up2   7.40  0.98407
178  3e5a   8.23  0.95280
179  2wtv   8.74  0.99130
180  3myg  10.70  0.98859
181  3kgp   2.57  0.97280
182  1c5z   4.01  0.97036
183  1o5b   5.77  0.97130
184  1owh   7.40  0.85838
185  1sqa   9.21  0.90426
186  4jsz   2.30  0.58044
187  3kwa   4.08  0.17997
188  2weg   6.50  0.95830
189  3ryj   7.80  0.93734
190  3dd0   9.00  0.97886
191  2xdl   3.10  0.80725
192  3b27   5.16  0.89322
193  1yc1   6.17  0.98398
194  3rlr   7.52  0.95116
195  2yki   9.46  0.98775
196  1z95   7.12  0.90469
197  3b68   8.40  0.94039
198  3b5r   8.77  0.98196
199  3b65   9.27  0.98057
200  3g0w   9.52  0.99396
201  4u4s   2.92  0.85928
202  1p1q   4.89  0.91222
203  1syi   5.44  0.95272
204  1p1n   6.80  0.87993
205  2al5   8.40  0.98148
206  3g2z   2.36  0.44457
207  3g31   2.89  0.78762
208  4de2   4.12  0.81209
209  4de3   5.52  0.82206
210  4de1   5.96  0.76308
211  1vso   4.72  0.92360
212  4dld   5.82  0.89348
213  3gbb   6.90  0.97842
214  3fv2   8.11  0.96640
215  3fv1   9.30  0.98242
216  4mgd   4.69  0.97131
217  2qe4   7.96  0.92862
218  1qkt   9.04  0.95198
219  2pog   9.54  0.93451
220  2p15  10.30  0.98172
221  2y5h   5.79  0.97052
222  1lpg   7.09  0.96883
223  2xbv   8.43  0.97053
224  1z6e   9.72  0.98856
225  1mq6  11.15  0.98797
226  1nc3   5.00  0.98090
227  1nc1   6.12  0.97930
228  1y6r  10.11  0.99674
229  4f2w  11.30  0.99453
230  4f3c  11.82  0.99519
231  1uto   2.27  0.93825
232  4abg   3.57  0.97069
233  3gy4   5.10  0.96988
234  1k1i   6.58  0.95625
235  1o3f   7.96  0.95063
236  2yge   5.06  0.82945
237  2fxs   6.06  0.75111
238  2iwx   6.68  0.87292
239  2wer   7.05  0.83780
240  2vw5   8.52  0.85660
241  4kzq   6.10  0.90069
242  4kzu   6.50  0.87645
243  4j21   7.41  0.95271
244  4j3l   7.80  0.96731
245  3kr8   8.10  0.97303
246  2ymd   3.16  0.87000
247  2wnc   6.32  0.92469
248  2xys   7.42  0.96519
249  2wn9   8.52  0.87968
250  2x00  11.33  0.97169
251  3ozt   4.13  0.98442
252  3ozs   5.33  0.97750
253  3oe5   6.88  0.97156
254  3oe4   7.47  0.94178
255  3nw9   9.00  0.94839
256  3ao4   2.07  0.94022
257  3zt2   2.84  0.90244
258  3zsx   3.28  0.62458
259  4cig   3.67  0.85246
260  3zso   5.12  0.77942
261  3n7a   3.70  0.87594
262  4ciw   4.82  0.90327
263  3n86   5.64  0.97445
264  3n76   6.85  0.92381
265  2xb8   7.59  0.94933
266  4bkt   3.62  0.93793
267  4w9c   4.65  0.91022
268  4w9l   5.02  0.96340
269  4w9i   5.96  0.96725
270  4w9h   6.73  0.93458
271  3nq9   4.03  0.72291
272  3ueu   5.24  0.78215
273  3uev   5.89  0.82150
274  3uew   6.31  0.73427
275  3uex   6.92  0.82411
276  3lka   2.82  0.83302
277  3ehy   5.85  0.69696
278  3tsk   7.17  0.87565
279  3nx7   8.10  0.90367
280  4gr0   9.55  0.96081
281  3dxg   2.40  0.69835
282  3d6q   3.76  0.71419
283  1w4o   5.22  0.81758
284  1o0h   5.92  0.92942
285  1u1b   7.80  0.90446

Summary of the scoring power: ===================================
The regression equation: logKa = 7.51 + -0.24 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.419
Standard deviation in fitting (SD) = 1.97
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/crossdock_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/crossdock_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
