     code  logKa    score
181  3kgp   2.57  0.96850
182  1c5z   4.01  0.96767
183  1o5b   5.77  0.98655
184  1owh   7.40  0.88995
185  1sqa   9.21  0.95319
186  4jsz   2.30  0.21824
187  3kwa   4.08  0.10871
188  2weg   6.50  0.95707
189  3ryj   7.80  0.82686
190  3dd0   9.00  0.97226
191  2xdl   3.10  0.81416
192  3b27   5.16  0.93825
193  1yc1   6.17  0.89208
194  3rlr   7.52  0.96390
195  2yki   9.46  0.93744
196  1z95   7.12  0.95589
197  3b68   8.40  0.99080
198  3b5r   8.77  0.98494
199  3b65   9.27  0.99814
200  3g0w   9.52  0.99737
201  4u4s   2.92  0.89980
202  1p1q   4.89  0.99158
203  1syi   5.44  0.99900
204  1p1n   6.80  0.98255
205  2al5   8.40  0.99793
206  3g2z   2.36  0.48765
207  3g31   2.89  0.74337
208  4de2   4.12  0.58734
209  4de3   5.52  0.52367
210  4de1   5.96  0.48470
211  1vso   4.72  0.73229
212  4dld   5.82  0.88359
213  3gbb   6.90  0.98679
214  3fv2   8.11  0.98062
215  3fv1   9.30  0.98725
216  4mgd   4.69  0.87503
217  2qe4   7.96  0.91988
218  1qkt   9.04  0.88603
219  2pog   9.54  0.94570
220  2p15  10.30  0.97631
221  2y5h   5.79  0.95900
222  1lpg   7.09  0.97851
223  2xbv   8.43  0.98623
224  1z6e   9.72  0.91983
225  1mq6  11.15  0.99181
226  1nc3   5.00  0.99908
227  1nc1   6.12  0.99953
228  1y6r  10.11  0.99872
229  4f2w  11.30  0.99797
230  4f3c  11.82  0.99971
231  1uto   2.27  0.48188
232  4abg   3.57  0.91751
233  3gy4   5.10  0.93451
234  1k1i   6.58  0.91928
235  1o3f   7.96  0.92610
236  2yge   5.06  0.63221
237  2fxs   6.06  0.55505
238  2iwx   6.68  0.74477
239  2wer   7.05  0.66177
240  2vw5   8.52  0.54565
241  4kzq   6.10  0.82046
242  4kzu   6.50  0.79942
243  4j21   7.41  0.88177
244  4j3l   7.80  0.79242
245  3kr8   8.10  0.96129
246  2ymd   3.16  0.97725
247  2wnc   6.32  0.96069
248  2xys   7.42  0.97989
249  2wn9   8.52  0.39968
250  2x00  11.33  0.98580
251  3ozt   4.13  0.98593
252  3ozs   5.33  0.96258
253  3oe5   6.88  0.98016
254  3oe4   7.47  0.98531
255  3nw9   9.00  0.99472
256  3ao4   2.07  0.76812
257  3zt2   2.84  0.67472
258  3zsx   3.28  0.35592
259  4cig   3.67  0.50175
260  3zso   5.12  0.55116
261  3n7a   3.70  0.97561
262  4ciw   4.82  0.95196
263  3n86   5.64  0.98764
264  3n76   6.85  0.98628
265  2xb8   7.59  0.94517
266  4bkt   3.62  0.96297
267  4w9c   4.65  0.98175
268  4w9l   5.02  0.96774
269  4w9i   5.96  0.98822
270  4w9h   6.73  0.98351
271  3nq9   4.03  0.74112
272  3ueu   5.24  0.79181
273  3uev   5.89  0.88251
274  3uew   6.31  0.76671
275  3uex   6.92  0.85806
276  3lka   2.82  0.29145
277  3ehy   5.85  0.50662
278  3tsk   7.17  0.87520
279  3nx7   8.10  0.66493
280  4gr0   9.55  0.94033
281  3dxg   2.40  0.42855
282  3d6q   3.76  0.37783
283  1w4o   5.22  0.64347
284  1o0h   5.92  0.33877
285  1u1b   7.80  0.60867

Summary of the scoring power: ===================================
The regression equation: logKa = 2.81 + 4.20 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.288
Standard deviation in fitting (SD) = 2.08
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/default_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/default_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
