     code  logKa    score
64   2xj7   6.66  5.88803
65   2vvn   7.30  5.94633
66   3aru   3.22  5.10088
67   3arv   5.64  5.19609
68   3ary   6.00  4.73851
69   3arq   6.40  5.49835
70   3arp   7.15  6.38974
71   4ih5   4.11  5.30649
72   4ih7   5.24  5.74840
73   3cj4   6.51  5.92164
74   4eo8   8.15  6.60802
75   3gnw   9.10  8.38126
76   1gpk   5.37  6.17405
77   1gpn   6.48  6.20996
78   1h23   8.35  7.82944
79   1h22   9.10  7.64522
80   1e66   9.89  7.34703
81   3f3a   4.19  5.57000
82   3f3c   6.02  5.63268
83   4mme   6.50  6.52728
84   3f3d   7.16  5.61732
85   3f3e   7.70  5.45151
86   2wbg   4.45  6.46175
87   2cbv   5.48  4.86674
88   2j78   6.42  5.21931
89   2j7h   7.19  5.26057
90   2cet   8.02  6.75185
91   3udh   2.85  5.29832
92   3rsx   4.41  5.16699
93   4djv   6.72  6.99670
94   2vkm   8.74  8.34320
95   4gid  10.77  8.89771
96   4jfs   5.27  5.84904
97   4j28   5.70  5.81962
98   2wvt   6.12  5.33708
99   2xii   7.20  6.69767
100  4pcs   7.85  5.96963
101  3rr4   4.55  6.26809
102  1s38   5.15  6.10993
103  1r5y   6.46  6.00284
104  3gc5   7.26  7.59310
105  3ge7   8.70  8.03985
106  4dli   5.62  6.29854
107  2zb1   6.32  6.83444
108  4f9w   6.94  7.23398
109  3e92   8.00  7.17182
110  3e93   8.85  7.83364
111  4owm   2.96  4.02612
112  3twp   3.92  3.60934
113  3r88   4.82  4.43361
114  4gkm   5.17  5.69267
115  3qqs   5.82  5.57245
116  3gv9   2.12  4.04400
117  3gr2   2.52  4.08591
118  4kz6   3.10  4.54596
119  4jxs   4.74  5.22998
120  2r9w   5.10  5.30057
121  2hb1   3.80  4.89708
122  1bzc   4.92  5.19234
123  2qbr   6.33  6.33365
124  2qbq   7.44  6.56265
125  2qbp   8.40  6.70944
126  1q8t   4.76  6.06079
127  1ydr   5.52  6.51856
128  1q8u   5.96  6.62339
129  1ydt   7.32  7.62488
130  3ag9   8.05  7.00997
131  3fcq   2.77  4.46798
132  1z9g   5.64  5.40270
133  1qf1   7.32  7.00620
134  5tmn   8.04  6.62573
135  4tmn  10.17  6.93610
136  4ddk   2.29  4.46062
137  4ddh   3.32  5.22079
138  3ivg   4.30  6.85925
139  3coz   5.57  7.21810
140  3coy   6.02  7.49568
141  3pxf   4.43  5.34053
142  4eor   6.30  7.38654
143  2xnb   6.83  7.88809
144  1pxn   7.15  7.51587
145  2fvd   8.52  7.64249
146  4k77   6.63  6.23038
147  4e5w   7.66  7.63637
148  4ivb   8.72  7.50752
149  4ivd   9.52  7.64476
150  4ivc  10.00  7.78808
151  4f09   6.70  6.84312
152  4gfm   7.22  6.20786
153  4hge   7.92  7.37578
154  4e6q   8.36  7.42708
155  4jia   9.22  6.82625
156  2brb   4.86  6.30099
157  2br1   5.14  6.54605
158  3jvr   5.72  6.01922
159  3jvs   6.54  5.61272
160  1nvq   8.25  8.16527
161  3acw   4.76  6.39037
162  4ea2   6.44  6.94496
163  2zcr   6.87  6.29840
164  2zy1   7.40  6.35498
165  2zcq   8.82  6.31917
166  1bcu   3.28  5.11717
167  3bv9   5.36  8.00248
168  1oyt   7.24  6.85046
169  2zda   8.40  7.12879
170  3utu  10.92  8.50452
171  3u9q   4.38  5.28962
172  2yfe   6.63  6.08413
173  3fur   8.00  8.21683
174  3b1m   8.48  7.07159
175  2p4y   9.00  8.75214
176  3uo4   6.52  7.37580
177  3up2   7.40  7.21721
178  3e5a   8.23  8.10414
179  2wtv   8.74  8.26689
180  3myg  10.70  7.43475
181  3kgp   2.57  4.76452
182  1c5z   4.01  4.96555
183  1o5b   5.77  5.81834
184  1owh   7.40  5.67838
185  1sqa   9.21  6.78175
186  4jsz   2.30  3.27990
187  3kwa   4.08  4.61490
188  2weg   6.50  5.37120
189  3ryj   7.80  5.66425
190  3dd0   9.00  6.13626
191  2xdl   3.10  5.51346
192  3b27   5.16  6.04440
193  1yc1   6.17  6.67851
194  3rlr   7.52  7.07797
195  2yki   9.46  8.28003
196  1z95   7.12  7.45043
197  3b68   8.40  7.54633
198  3b5r   8.77  7.95041
199  3b65   9.27  7.72500
200  3g0w   9.52  7.58286
201  4u4s   2.92  5.33882
202  1p1q   4.89  5.35129
203  1syi   5.44  6.29984
204  1p1n   6.80  5.45213
205  2al5   8.40  6.17768
206  3g2z   2.36  4.28870
207  3g31   2.89  3.96504
208  4de2   4.12  5.75153
209  4de3   5.52  5.63898
210  4de1   5.96  5.69534
211  1vso   4.72  5.29478
212  4dld   5.82  5.91720
213  3gbb   6.90  6.02470
214  3fv2   8.11  5.90715
215  3fv1   9.30  6.45040
216  4mgd   4.69  7.14683
217  2qe4   7.96  6.82373
218  1qkt   9.04  6.53550
219  2pog   9.54  6.80590
220  2p15  10.30  8.62995
221  2y5h   5.79  7.12041
222  1lpg   7.09  7.32750
223  2xbv   8.43  7.72738
224  1z6e   9.72  8.21585
225  1mq6  11.15  8.03913
226  1nc3   5.00  6.90037
227  1nc1   6.12  6.71976
228  1y6r  10.11  7.60203
229  4f2w  11.30  7.85963
230  4f3c  11.82  8.21860
231  1uto   2.27  4.43109
232  4abg   3.57  5.29751
233  3gy4   5.10  4.89477
234  1k1i   6.58  6.96504
235  1o3f   7.96  6.10030
236  2yge   5.06  7.17419
237  2fxs   6.06  5.55708
238  2iwx   6.68  6.20590
239  2wer   7.05  5.90367
240  2vw5   8.52  7.50365
241  4kzq   6.10  5.76290
242  4kzu   6.50  6.00953
243  4j21   7.41  6.48535
244  4j3l   7.80  6.60914
245  3kr8   8.10  6.61963
246  2ymd   3.16  5.62997
247  2wnc   6.32  5.95464
248  2xys   7.42  6.81021
249  2wn9   8.52  5.92201
250  2x00  11.33  7.82350
251  3ozt   4.13  6.45500
252  3ozs   5.33  6.49110
253  3oe5   6.88  6.63237
254  3oe4   7.47  6.48602
255  3nw9   9.00  6.96593
256  3ao4   2.07  5.45152
257  3zt2   2.84  5.47766
258  3zsx   3.28  5.98338
259  4cig   3.67  6.45684
260  3zso   5.12  7.35264
261  3n7a   3.70  5.17272
262  4ciw   4.82  5.53343
263  3n86   5.64  6.82720
264  3n76   6.85  6.49016
265  2xb8   7.59  6.29320
266  4bkt   3.62  4.89038
267  4w9c   4.65  6.02850
268  4w9l   5.02  7.08039
269  4w9i   5.96  6.43095
270  4w9h   6.73  6.52544
271  3nq9   4.03  4.25193
272  3ueu   5.24  5.38491
273  3uev   5.89  5.76493
274  3uew   6.31  5.83568
275  3uex   6.92  6.13392
276  3lka   2.82  4.41825
277  3ehy   5.85  4.95193
278  3tsk   7.17  6.77027
279  3nx7   8.10  5.16669
280  4gr0   9.55  7.66383
281  3dxg   2.40  4.11106
282  3d6q   3.76  4.60515
283  1w4o   5.22  4.62318
284  1o0h   5.92  5.27462
285  1u1b   7.80  6.83264

Summary of the scoring power: ===================================
The regression equation: logKa = 1.46 + -2.85 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.755
Standard deviation in fitting (SD) = 1.42
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/vinaopt/redock_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/vinaopt/redock_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
