     code  logKa    score
182  1c5z   4.01  0.98173
183  1o5b   5.77  0.97209
184  1owh   7.40  0.96583
185  1sqa   9.21  0.81598
186  4jsz   2.30  0.52041
187  3kwa   4.08  0.28247
188  2weg   6.50  0.92528
189  3ryj   7.80  0.99384
190  3dd0   9.00  0.89076
191  2xdl   3.10  0.96152
192  3b27   5.16  0.98618
193  1yc1   6.17  0.99175
194  3rlr   7.52  0.98701
195  2yki   9.46  0.99461
196  1z95   7.12  0.98558
197  3b68   8.40  0.98004
198  3b5r   8.77  0.98899
199  3b65   9.27  0.99666
200  3g0w   9.52  0.99465
201  4u4s   2.92  0.89625
202  1p1q   4.89  0.92946
203  1syi   5.44  0.99830
204  1p1n   6.80  0.85559
205  2al5   8.40  0.99364
206  3g2z   2.36  0.54664
207  3g31   2.89  0.64834
208  4de2   4.12  0.76347
209  4de3   5.52  0.94168
210  4de1   5.96  0.83705
211  1vso   4.72  0.99128
212  4dld   5.82  0.99352
213  3gbb   6.90  0.99670
214  3fv2   8.11  0.99070
215  3fv1   9.30  0.99443
216  4mgd   4.69  0.90456
217  2qe4   7.96  0.94770
218  1qkt   9.04  0.96280
219  2pog   9.54  0.41289
220  2p15  10.30  0.99539
221  2y5h   5.79  0.99406
222  1lpg   7.09  0.63743
223  2xbv   8.43  0.99742
224  1z6e   9.72  0.99888
225  1mq6  11.15  0.99899
226  1nc3   5.00  0.98780
227  1nc1   6.12  0.98180
228  1y6r  10.11  0.99601
229  4f2w  11.30  0.99259
230  4f3c  11.82  0.99100
231  1uto   2.27  0.97497
232  4abg   3.57  0.98385
233  3gy4   5.10  0.96700
234  1k1i   6.58  0.94069
235  1o3f   7.96  0.28742
236  2yge   5.06  0.98698
237  2fxs   6.06  0.97729
238  2iwx   6.68  0.97156
239  2wer   7.05  0.98277
240  2vw5   8.52  0.98178
241  4kzq   6.10  0.98268
242  4kzu   6.50  0.99121
243  4j21   7.41  0.99166
244  4j3l   7.80  0.98767
245  3kr8   8.10  0.99472
246  2ymd   3.16  0.90782
247  2wnc   6.32  0.96917
248  2xys   7.42  0.88059
249  2wn9   8.52  0.81603
250  2x00  11.33  0.99095
251  3ozt   4.13  0.99806
252  3ozs   5.33  0.99719
253  3oe5   6.88  0.99811
254  3oe4   7.47  0.99719
255  3nw9   9.00  0.99425
256  3ao4   2.07  0.97706
257  3zt2   2.84  0.98318
258  3zsx   3.28  0.97887
259  4cig   3.67  0.98134
260  3zso   5.12  0.93528
261  3n7a   3.70  0.98669
262  4ciw   4.82  0.96841
263  3n86   5.64  0.98739
264  3n76   6.85  0.99289
265  2xb8   7.59  0.99227
266  4bkt   3.62  0.99508
267  4w9c   4.65  0.98892
268  4w9l   5.02  0.99191
269  4w9i   5.96  0.99023
270  4w9h   6.73  0.97143
271  3nq9   4.03  0.44164
272  3ueu   5.24  0.26409
273  3uev   5.89  0.25916
274  3uew   6.31  0.60029
275  3uex   6.92  0.52080
276  3lka   2.82  0.89206
277  3ehy   5.85  0.21879
278  3tsk   7.17  0.55784
279  3nx7   8.10  0.67854
280  4gr0   9.55  0.53839
281  3dxg   2.40  0.87638
282  3d6q   3.76  0.74130
283  1w4o   5.22  0.95852
284  1o0h   5.92  0.83012
285  1u1b   7.80  0.97663

Summary of the scoring power: ===================================
The regression equation: logKa = 2.01 + 4.65 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.147
Standard deviation in fitting (SD) = 2.15
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/noopt/dense_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/noopt/dense_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
