     code  logKa    score
103  1r5y   6.46  5.90083
104  3gc5   7.26  7.42464
105  3ge7   8.70  7.73338
106  4dli   5.62  6.21654
107  2zb1   6.32  6.74248
108  4f9w   6.94  7.22590
109  3e92   8.00  7.14740
110  3e93   8.85  7.78747
111  4owm   2.96  4.00847
112  3twp   3.92  3.44564
113  3r88   4.82  4.39697
114  4gkm   5.17  5.30614
115  3qqs   5.82  5.53681
116  3gv9   2.12  4.20579
117  3gr2   2.52  4.00637
118  4kz6   3.10  4.46581
119  4jxs   4.74  5.26006
120  2r9w   5.10  5.23058
121  2hb1   3.80  4.81545
122  1bzc   4.92  4.99862
123  2qbr   6.33  6.27819
124  2qbq   7.44  6.54322
125  2qbp   8.40  6.61081
126  1q8t   4.76  5.96623
127  1ydr   5.52  6.17270
128  1q8u   5.96  6.59262
129  1ydt   7.32  7.41243
130  3ag9   8.05  6.85065
131  3fcq   2.77  4.29443
132  1z9g   5.64  5.47518
133  1qf1   7.32  7.07378
134  5tmn   8.04  6.46488
135  4tmn  10.17  6.82519
136  4ddk   2.29  4.61200
137  4ddh   3.32  5.20184
138  3ivg   4.30  6.43319
139  3coz   5.57  7.18881
140  3coy   6.02  7.51513
141  3pxf   4.43  5.16373
142  4eor   6.30  7.37352
143  2xnb   6.83  7.55042
144  1pxn   7.15  7.15475
145  2fvd   8.52  7.71479
146  4k77   6.63  6.22514
147  4e5w   7.66  7.57839
148  4ivb   8.72  7.43542
149  4ivd   9.52  7.49072
150  4ivc  10.00  7.72667
151  4f09   6.70  6.82639
152  4gfm   7.22  6.24684
153  4hge   7.92  7.42731
154  4e6q   8.36  7.26471
155  4jia   9.22  6.76635
156  2brb   4.86  6.44149
157  2br1   5.14  6.52544
158  3jvr   5.72  5.72242
159  3jvs   6.54  5.33571
160  1nvq   8.25  8.17691
161  3acw   4.76  6.36151
162  4ea2   6.44  6.89983
163  2zcr   6.87  6.20529
164  2zy1   7.40  6.27441
165  2zcq   8.82  6.15493
166  1bcu   3.28  5.15344
167  3bv9   5.36  7.95479
168  1oyt   7.24  6.85018
169  2zda   8.40  7.07744
170  3utu  10.92  8.45728
171  3u9q   4.38  5.42774
172  2yfe   6.63  6.36862
173  3fur   8.00  8.29970
174  3b1m   8.48  6.89998
175  2p4y   9.00  8.55553
176  3uo4   6.52  7.10771
177  3up2   7.40  7.16297
178  3e5a   8.23  7.41830
179  2wtv   8.74  8.08588
180  3myg  10.70  7.34489
181  3kgp   2.57  4.27986
182  1c5z   4.01  4.84370
183  1o5b   5.77  5.68116
184  1owh   7.40  5.61298
185  1sqa   9.21  6.60058
186  4jsz   2.30  3.19308
187  3kwa   4.08  4.68573
188  2weg   6.50  5.13463
189  3ryj   7.80  5.51970
190  3dd0   9.00  5.82074
191  2xdl   3.10  5.53806
192  3b27   5.16  6.00152
193  1yc1   6.17  6.57108
194  3rlr   7.52  7.06521
195  2yki   9.46  8.21693
196  1z95   7.12  7.52044
197  3b68   8.40  7.41720
198  3b5r   8.77  7.81912
199  3b65   9.27  7.62075
200  3g0w   9.52  7.64757
201  4u4s   2.92  5.13148
202  1p1q   4.89  4.80959
203  1syi   5.44  6.25296
204  1p1n   6.80  5.19518
205  2al5   8.40  6.08112
206  3g2z   2.36  4.07640
207  3g31   2.89  3.58625
208  4de2   4.12  5.74601
209  4de3   5.52  5.66249
210  4de1   5.96  5.63662
211  1vso   4.72  5.20746
212  4dld   5.82  5.70071
213  3gbb   6.90  5.84617
214  3fv2   8.11  5.79324
215  3fv1   9.30  6.32957
216  4mgd   4.69  7.06567
217  2qe4   7.96  6.85226
218  1qkt   9.04  6.61791
219  2pog   9.54  6.78490
220  2p15  10.30  8.70858
221  2y5h   5.79  7.09251
222  1lpg   7.09  6.71945
223  2xbv   8.43  7.62256
224  1z6e   9.72  8.36107
225  1mq6  11.15  8.00787
226  1nc3   5.00  6.89710
227  1nc1   6.12  6.54147
228  1y6r  10.11  7.56451
229  4f2w  11.30  7.78241
230  4f3c  11.82  8.10332
231  1uto   2.27  4.38315
232  4abg   3.57  5.25747
233  3gy4   5.10  4.89972
234  1k1i   6.58  6.82286
235  1o3f   7.96  6.13820
236  2yge   5.06  7.14404
237  2fxs   6.06  5.52641
238  2iwx   6.68  6.31486
239  2wer   7.05  5.92205
240  2vw5   8.52  7.53817
241  4kzq   6.10  5.67719
242  4kzu   6.50  5.93543
243  4j21   7.41  6.36713
244  4j3l   7.80  6.41919
245  3kr8   8.10  6.49185
246  2ymd   3.16  5.37856
247  2wnc   6.32  5.78651
248  2xys   7.42  6.51979
249  2wn9   8.52  5.88023
250  2x00  11.33  7.81900
251  3ozt   4.13  6.37622
252  3ozs   5.33  6.33685
253  3oe5   6.88  6.40428
254  3oe4   7.47  6.34434
255  3nw9   9.00  6.85940
256  3ao4   2.07  5.19583
257  3zt2   2.84  5.44845
258  3zsx   3.28  6.07437
259  4cig   3.67  6.46588
260  3zso   5.12  7.14963
261  3n7a   3.70  5.21776
262  4ciw   4.82  5.45769
263  3n86   5.64  6.82122
264  3n76   6.85  6.46628
265  2xb8   7.59  6.20062
266  4bkt   3.62  4.85739
267  4w9c   4.65  5.98052
268  4w9l   5.02  7.02067
269  4w9i   5.96  6.36981
270  4w9h   6.73  6.44602
271  3nq9   4.03  3.95388
272  3ueu   5.24  5.32430
273  3uev   5.89  5.79312
274  3uew   6.31  5.65171
275  3uex   6.92  6.04572
276  3lka   2.82  4.11668
277  3ehy   5.85  4.56136
278  3tsk   7.17  6.59401
279  3nx7   8.10  5.05307
280  4gr0   9.55  7.32613
281  3dxg   2.40  4.12289
282  3d6q   3.76  4.59260
283  1w4o   5.22  4.62428
284  1o0h   5.92  5.30176
285  1u1b   7.80  6.67618

Summary of the scoring power: ===================================
The regression equation: logKa = 1.45 + -2.66 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.753
Standard deviation in fitting (SD) = 1.43
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/noopt/redock_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/noopt/redock_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
