     code  logKa    score
153  4hge   7.92  0.86230
154  4e6q   8.36  0.88725
155  4jia   9.22  0.17810
156  2brb   4.86  0.73286
157  2br1   5.14  0.76193
158  3jvr   5.72  0.77466
159  3jvs   6.54  0.60994
160  1nvq   8.25  0.81924
161  3acw   4.76  0.63240
162  4ea2   6.44  0.73883
163  2zcr   6.87  0.09080
164  2zy1   7.40  0.61610
165  2zcq   8.82  0.01672
166  1bcu   3.28  0.33497
167  3bv9   5.36  0.82564
168  1oyt   7.24  0.90706
169  2zda   8.40  0.99350
170  3utu  10.92  0.99410
171  3u9q   4.38  0.82619
172  2yfe   6.63  0.96088
173  3fur   8.00  0.89242
174  3b1m   8.48  0.81589
175  2p4y   9.00  0.97812
176  3uo4   6.52  0.98151
177  3up2   7.40  0.98602
178  3e5a   8.23  0.92510
179  2wtv   8.74  0.93756
180  3myg  10.70  0.88876
181  3kgp   2.57  0.88239
182  1c5z   4.01  0.97223
183  1o5b   5.77  0.98415
184  1owh   7.40  0.93969
185  1sqa   9.21  0.97581
186  4jsz   2.30  0.16135
187  3kwa   4.08  0.10000
188  2weg   6.50  0.94845
189  3ryj   7.80  0.87445
190  3dd0   9.00  0.97835
191  2xdl   3.10  0.90007
192  3b27   5.16  0.91782
193  1yc1   6.17  0.90136
194  3rlr   7.52  0.97696
195  2yki   9.46  0.94426
196  1z95   7.12  0.98796
197  3b68   8.40  0.98552
198  3b5r   8.77  0.99244
199  3b65   9.27  0.99828
200  3g0w   9.52  0.99788
201  4u4s   2.92  0.89353
202  1p1q   4.89  0.95710
203  1syi   5.44  0.99906
204  1p1n   6.80  0.98292
205  2al5   8.40  0.99808
206  3g2z   2.36  0.45804
207  3g31   2.89  0.75588
208  4de2   4.12  0.60964
209  4de3   5.52  0.54041
210  4de1   5.96  0.44517
211  1vso   4.72  0.78676
212  4dld   5.82  0.87623
213  3gbb   6.90  0.98557
214  3fv2   8.11  0.97737
215  3fv1   9.30  0.98592
216  4mgd   4.69  0.92240
217  2qe4   7.96  0.92469
218  1qkt   9.04  0.94875
219  2pog   9.54  0.95455
220  2p15  10.30  0.97887
221  2y5h   5.79  0.93518
222  1lpg   7.09  0.96783
223  2xbv   8.43  0.97958
224  1z6e   9.72  0.93687
225  1mq6  11.15  0.99361
226  1nc3   5.00  0.99829
227  1nc1   6.12  0.99925
228  1y6r  10.11  0.99837
229  4f2w  11.30  0.99857
230  4f3c  11.82  0.99957
231  1uto   2.27  0.46511
232  4abg   3.57  0.92063
233  3gy4   5.10  0.92495
234  1k1i   6.58  0.92519
235  1o3f   7.96  0.95253
236  2yge   5.06  0.76606
237  2fxs   6.06  0.43220
238  2iwx   6.68  0.73647
239  2wer   7.05  0.67154
240  2vw5   8.52  0.59201
241  4kzq   6.10  0.80804
242  4kzu   6.50  0.77855
243  4j21   7.41  0.83230
244  4j3l   7.80  0.75990
245  3kr8   8.10  0.93420
246  2ymd   3.16  0.98397
247  2wnc   6.32  0.94657
248  2xys   7.42  0.97811
249  2wn9   8.52  0.42706
250  2x00  11.33  0.98760
251  3ozt   4.13  0.98673
252  3ozs   5.33  0.96899
253  3oe5   6.88  0.94622
254  3oe4   7.47  0.98133
255  3nw9   9.00  0.99218
256  3ao4   2.07  0.68931
257  3zt2   2.84  0.42609
258  3zsx   3.28  0.39919
259  4cig   3.67  0.38577
260  3zso   5.12  0.38694
261  3n7a   3.70  0.97366
262  4ciw   4.82  0.97085
263  3n86   5.64  0.98057
264  3n76   6.85  0.98733
265  2xb8   7.59  0.95682
266  4bkt   3.62  0.95719
267  4w9c   4.65  0.97814
268  4w9l   5.02  0.96727
269  4w9i   5.96  0.98812
270  4w9h   6.73  0.98495
271  3nq9   4.03  0.81922
272  3ueu   5.24  0.79638
273  3uev   5.89  0.87463
274  3uew   6.31  0.83718
275  3uex   6.92  0.84563
276  3lka   2.82  0.31084
277  3ehy   5.85  0.65681
278  3tsk   7.17  0.98529
279  3nx7   8.10  0.76963
280  4gr0   9.55  0.87419
281  3dxg   2.40  0.54197
282  3d6q   3.76  0.46893
283  1w4o   5.22  0.87498
284  1o0h   5.92  0.51395
285  1u1b   7.80  0.53238

Summary of the scoring power: ===================================
The regression equation: logKa = 3.12 + 3.92 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.320
Standard deviation in fitting (SD) = 2.06
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/noopt/default_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/noopt/default_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
