     code  logKa     score
109  3e92   8.00   7.26852
110  3e93   8.85   7.65200
111  4owm   2.96   3.20961
112  3twp   3.92   2.87106
113  3r88   4.82   3.15078
114  4gkm   5.17   4.85474
115  3qqs   5.82   4.66627
116  3gv9   2.12   4.13008
117  3gr2   2.52   4.25640
118  4kz6   3.10   5.45852
119  4jxs   4.74   5.93729
120  2r9w   5.10   6.22354
121  2hb1   3.80   3.68864
122  1bzc   4.92   5.31063
123  2qbr   6.33   6.00283
124  2qbq   7.44   6.28580
125  2qbp   8.40   6.70043
126  1q8t   4.76   5.91875
127  1ydr   5.52   6.96696
128  1q8u   5.96   7.25809
129  1ydt   7.32   8.13272
130  3ag9   8.05   6.12261
131  3fcq   2.77   4.01677
132  1z9g   5.64   5.47952
133  1qf1   7.32   7.51807
134  5tmn   8.04   7.08542
135  4tmn  10.17   7.45998
136  4ddk   2.29   3.33931
137  4ddh   3.32   4.19481
138  3ivg   4.30   6.46776
139  3coz   5.57   6.67730
140  3coy   6.02   7.01012
141  3pxf   4.43   5.37562
142  4eor   6.30   7.55079
143  2xnb   6.83   7.70359
144  1pxn   7.15   6.89941
145  2fvd   8.52   7.85469
146  4k77   6.63   6.40710
147  4e5w   7.66   8.08676
148  4ivb   8.72   8.38931
149  4ivd   9.52   8.33247
150  4ivc  10.00   8.54566
151  4f09   6.70   7.29724
152  4gfm   7.22   6.35617
153  4hge   7.92   7.33678
154  4e6q   8.36   7.66488
155  4jia   9.22   6.81253
156  2brb   4.86   6.95448
157  2br1   5.14   7.33384
158  3jvr   5.72   5.79918
159  3jvs   6.54   5.62350
160  1nvq   8.25   7.92083
161  3acw   4.76   6.91380
162  4ea2   6.44   7.05213
163  2zcr   6.87   6.36436
164  2zy1   7.40   6.34261
165  2zcq   8.82   6.13583
166  1bcu   3.28   4.69504
167  3bv9   5.36   7.46110
168  1oyt   7.24   7.18079
169  2zda   8.40   7.70821
170  3utu  10.92   9.36488
171  3u9q   4.38   5.69465
172  2yfe   6.63   6.81310
173  3fur   8.00   8.05075
174  3b1m   8.48   7.02627
175  2p4y   9.00   7.96908
176  3uo4   6.52   7.44506
177  3up2   7.40   7.55929
178  3e5a   8.23   8.31132
179  2wtv   8.74   8.40684
180  3myg  10.70   7.72107
181  3kgp   2.57   4.17957
182  1c5z   4.01   4.49726
183  1o5b   5.77   5.73289
184  1owh   7.40   5.79323
185  1sqa   9.21   7.37848
186  4jsz   2.30   3.43146
187  3kwa   4.08   5.53014
188  2weg   6.50   5.85281
189  3ryj   7.80   6.81097
190  3dd0   9.00   7.07272
191  2xdl   3.10   4.76619
192  3b27   5.16   5.55871
193  1yc1   6.17   6.74592
194  3rlr   7.52   7.07233
195  2yki   9.46   8.82610
196  1z95   7.12   7.22801
197  3b68   8.40   7.58471
198  3b5r   8.77   8.10010
199  3b65   9.27   7.83108
200  3g0w   9.52   8.03692
201  4u4s   2.92   4.92807
202  1p1q   4.89   6.44961
203  1syi   5.44   7.28116
204  1p1n   6.80   6.48152
205  2al5   8.40   6.94961
206  3g2z   2.36   4.30913
207  3g31   2.89   4.14309
208  4de2   4.12   5.79413
209  4de3   5.52   6.17922
210  4de1   5.96   5.84215
211  1vso   4.72   5.76293
212  4dld   5.82   6.75292
213  3gbb   6.90   7.37865
214  3fv2   8.11   6.83484
215  3fv1   9.30   7.63507
216  4mgd   4.69   7.31575
217  2qe4   7.96   7.01840
218  1qkt   9.04   7.74262
219  2pog   9.54   7.45127
220  2p15  10.30   8.88593
221  2y5h   5.79   7.63001
222  1lpg   7.09   8.10113
223  2xbv   8.43   8.84499
224  1z6e   9.72   9.33939
225  1mq6  11.15   8.96641
226  1nc3   5.00   6.82791
227  1nc1   6.12   6.83552
228  1y6r  10.11   9.17645
229  4f2w  11.30   9.20783
230  4f3c  11.82   9.84038
231  1uto   2.27   3.36233
232  4abg   3.57   4.21230
233  3gy4   5.10   4.34231
234  1k1i   6.58   7.74153
235  1o3f   7.96   6.97911
236  2yge   5.06   7.08551
237  2fxs   6.06   5.72022
238  2iwx   6.68   6.44967
239  2wer   7.05   6.24263
240  2vw5   8.52   6.93359
241  4kzq   6.10   6.50662
242  4kzu   6.50   6.42835
243  4j21   7.41   6.91034
244  4j3l   7.80   7.17647
245  3kr8   8.10   6.74432
246  2ymd   3.16   5.97999
247  2wnc   6.32   6.64293
248  2xys   7.42   8.32072
249  2wn9   8.52   6.56107
250  2x00  11.33   8.71898
251  3ozt   4.13   6.62269
252  3ozs   5.33   6.67819
253  3oe5   6.88   6.81658
254  3oe4   7.47   6.84318
255  3nw9   9.00   7.42530
256  3ao4   2.07   4.38847
257  3zt2   2.84   4.68026
258  3zsx   3.28   5.00585
259  4cig   3.67   5.49725
260  3zso   5.12   5.90689
261  3n7a   3.70   4.65219
262  4ciw   4.82   5.32582
263  3n86   5.64   6.85046
264  3n76   6.85   6.59879
265  2xb8   7.59   6.13505
266  4bkt   3.62   5.28987
267  4w9c   4.65   6.74244
268  4w9l   5.02   7.23235
269  4w9i   5.96   7.17899
270  4w9h   6.73   7.43677
271  3nq9   4.03   4.78629
272  3ueu   5.24   6.29716
273  3uev   5.89   6.77735
274  3uew   6.31   6.44691
275  3uex   6.92   6.82485
276  3lka   2.82   4.11574
277  3ehy   5.85   5.43823
278  3tsk   7.17   7.33709
279  3nx7   8.10   5.74273
280  4gr0   9.55   7.63347
281  3dxg   2.40   4.17099
282  3d6q   3.76   4.29686
283  1w4o   5.22   4.81375
284  1o0h   5.92   5.25749
285  1u1b   7.80   6.71669

Summary of the scoring power: ===================================
The regression equation: logKa = 1.28 + -1.91 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.825
Standard deviation in fitting (SD) = 1.23
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("results/scoring/general_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("results/scoring/general_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
