#code  score
2wer -9.74280
2vw5 -10.16429
4kzq -11.15732
4kzu -11.33132
4j21 -11.66819
4j3l -10.89872
3kr8 -11.26195
2ymd -7.75638
2wnc -7.97160
2xys -10.78403
2wn9 -6.44648
2x00 -12.99038
3ozt -9.34300
3ozs -8.82096
3oe5 -8.48064
3oe4 -8.75530
3nw9 -12.43218
3ao4 -6.46455
3zt2 -8.86171
3zsx -7.36328
4cig -7.62916
3zso -7.79154
3n7a -8.16627
4ciw -8.51388
3n86 -12.05955
3n76 -10.80817
2xb8 -10.44896
4bkt -6.39211
4w9c -7.69586
4w9l -9.03656
4w9i -9.04294
4w9h -8.96237
3nq9 -2.44198
3ueu -4.95316
3uev -5.02635
3uew -4.55321
3uex -5.25091
3lka -2.94979
3ehy -4.39017
3tsk -7.61380
3nx7 -5.33455
4gr0 -8.76646
3dxg -4.95089
3d6q -5.05480
1w4o -4.84570
1o0h -6.68472
1u1b -7.45454
