     code  logKa     score
102  1s38   5.15   8.15028
103  1r5y   6.46   7.34855
104  3gc5   7.26   9.21992
105  3ge7   8.70   9.92114
106  4dli   5.62   9.02659
107  2zb1   6.32  10.53071
108  4f9w   6.94  10.24800
109  3e92   8.00  12.58626
110  3e93   8.85  13.33413
111  4owm   2.96   4.77712
112  3twp   3.92   4.48887
113  3r88   4.82   5.32246
114  4gkm   5.17   7.28087
115  3qqs   5.82   7.54393
116  3gv9   2.12   4.17187
117  3gr2   2.52   4.03291
118  4kz6   3.10   5.23074
119  4jxs   4.74   6.88145
120  2r9w   5.10   7.68007
121  2hb1   3.80   5.56685
122  1bzc   4.92   8.63418
123  2qbr   6.33   7.46440
124  2qbq   7.44   8.01072
125  2qbp   8.40   8.60863
126  1q8t   4.76   6.61624
127  1ydr   5.52   7.56148
128  1q8u   5.96   8.27846
129  1ydt   7.32   8.34389
130  3ag9   8.05   5.41639
131  3fcq   2.77   4.64295
132  1z9g   5.64   4.97799
133  1qf1   7.32   6.87204
134  5tmn   8.04   7.20791
135  4tmn  10.17   8.29187
136  4ddk   2.29   5.73553
137  4ddh   3.32   5.79173
138  3ivg   4.30   7.72220
139  3coz   5.57  10.33698
140  3coy   6.02  11.07946
141  3pxf   4.43   5.68161
142  4eor   6.30   8.86037
143  2xnb   6.83   9.28691
144  1pxn   7.15   8.23531
145  2fvd   8.52   8.70274
146  4k77   6.63   7.56387
147  4e5w   7.66  10.32317
148  4ivb   8.72   9.54714
149  4ivd   9.52   8.70685
150  4ivc  10.00   9.57922
151  4f09   6.70   8.21530
152  4gfm   7.22   7.32475
153  4hge   7.92   8.92170
154  4e6q   8.36   8.92269
155  4jia   9.22   8.95584
156  2brb   4.86   7.70226
157  2br1   5.14   7.65910
158  3jvr   5.72   7.04560
159  3jvs   6.54   7.51866
160  1nvq   8.25  13.54733
161  3acw   4.76  10.50321
162  4ea2   6.44   7.58896
163  2zcr   6.87   8.65890
164  2zy1   7.40   8.61613
165  2zcq   8.82   8.10555
166  1bcu   3.28   6.95492
167  3bv9   5.36   8.37519
168  1oyt   7.24  10.85039
169  2zda   8.40   9.85299
170  3utu  10.92   9.76865
171  3u9q   4.38   4.35667
172  2yfe   6.63   7.64043
173  3fur   8.00  11.09264
174  3b1m   8.48  10.72249
175  2p4y   9.00  10.83614
176  3uo4   6.52   8.96708
177  3up2   7.40   8.80933
178  3e5a   8.23   8.40170
179  2wtv   8.74  10.48436
180  3myg  10.70   6.19762
181  3kgp   2.57   4.38865
182  1c5z   4.01   5.43447
183  1o5b   5.77   5.85164
184  1owh   7.40   7.62672
185  1sqa   9.21   7.96068
186  4jsz   2.30   3.99230
187  3kwa   4.08   2.63606
188  2weg   6.50   5.20961
189  3ryj   7.80   6.01195
190  3dd0   9.00   5.61861
191  2xdl   3.10   6.42243
192  3b27   5.16   6.89202
193  1yc1   6.17   9.88240
194  3rlr   7.52   8.65893
195  2yki   9.46  15.31394
196  1z95   7.12  10.10188
197  3b68   8.40  10.55746
198  3b5r   8.77  10.01912
199  3b65   9.27   9.89911
200  3g0w   9.52  10.34908
201  4u4s   2.92   5.46635
202  1p1q   4.89   5.00246
203  1syi   5.44   8.99811
204  1p1n   6.80   7.19098
205  2al5   8.40   8.76097
206  3g2z   2.36   3.97885
207  3g31   2.89   3.08331
208  4de2   4.12   7.85909
209  4de3   5.52   8.31906
210  4de1   5.96   8.30867
211  1vso   4.72   5.82097
212  4dld   5.82   7.33706
213  3gbb   6.90   8.49080
214  3fv2   8.11  10.59394
215  3fv1   9.30  10.27761
216  4mgd   4.69   8.12436
217  2qe4   7.96   9.58265
218  1qkt   9.04   9.74337
219  2pog   9.54  10.08914
220  2p15  10.30  14.43664
221  2y5h   5.79   7.65076
222  1lpg   7.09   7.99696
223  2xbv   8.43  10.98765
224  1z6e   9.72  10.91401
225  1mq6  11.15   9.30094
226  1nc3   5.00  10.08449
227  1nc1   6.12   8.08257
228  1y6r  10.11  10.03746
229  4f2w  11.30   9.18946
230  4f3c  11.82   9.03816
231  1uto   2.27   4.29303
232  4abg   3.57   5.67228
233  3gy4   5.10   6.11244
234  1k1i   6.58   7.76642
235  1o3f   7.96   8.02730
236  2yge   5.06   9.45685
237  2fxs   6.06   5.80801
238  2iwx   6.68   9.14081
239  2wer   7.05   9.13004
240  2vw5   8.52  10.32219
241  4kzq   6.10  11.10301
242  4kzu   6.50  11.34962
243  4j21   7.41  11.98481
244  4j3l   7.80  10.75095
245  3kr8   8.10  11.38582
246  2ymd   3.16   7.21442
247  2wnc   6.32   7.57122
248  2xys   7.42  10.58709
249  2wn9   8.52   7.19593
250  2x00  11.33  13.32288
251  3ozt   4.13  10.96803
252  3ozs   5.33  10.30199
253  3oe5   6.88  10.05004
254  3oe4   7.47  10.39873
255  3nw9   9.00  11.84012
256  3ao4   2.07   6.18876
257  3zt2   2.84   9.34966
258  3zsx   3.28   7.38669
259  4cig   3.67   7.60560
260  3zso   5.12   8.02909
261  3n7a   3.70   7.73348
262  4ciw   4.82   8.27786
263  3n86   5.64  11.66458
264  3n76   6.85  10.94906
265  2xb8   7.59  10.35741
266  4bkt   3.62   6.22164
267  4w9c   4.65   7.47373
268  4w9l   5.02   8.14309
269  4w9i   5.96   8.51793
270  4w9h   6.73   8.13931
271  3nq9   4.03   2.77057
272  3ueu   5.24   4.68102
273  3uev   5.89   5.07656
274  3uew   6.31   5.01695
275  3uex   6.92   5.30264
276  3lka   2.82   5.40258
277  3ehy   5.85   5.56910
278  3tsk   7.17   7.93842
279  3nx7   8.10   5.72169
280  4gr0   9.55   9.87239
281  3dxg   2.40   4.80211
282  3d6q   3.76   5.10220
283  1w4o   5.22   5.50194
284  1o0h   5.92   6.57577
285  1u1b   7.80   7.62421

Summary of the scoring power: ===================================
The regression equation: logKa = 0.59 + 1.70 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.584
Standard deviation in fitting (SD) = 1.76
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("results/scoring/general_default2018_Affinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("results/scoring/general_default2018_Affinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
