     code  logKa    score
151  4f09   6.70  7.72367
152  4gfm   7.22  6.86791
153  4hge   7.92  8.19539
154  4e6q   8.36  8.00572
155  4jia   9.22  7.69923
156  2brb   4.86  6.92290
157  2br1   5.14  7.39155
158  3jvr   5.72  5.11561
159  3jvs   6.54  5.71769
160  1nvq   8.25  7.95478
161  3acw   4.76  6.80153
162  4ea2   6.44  7.92918
163  2zcr   6.87  6.67917
164  2zy1   7.40  6.74374
165  2zcq   8.82  6.60897
166  1bcu   3.28  5.27427
167  3bv9   5.36  8.29403
168  1oyt   7.24  7.64864
169  2zda   8.40  7.64672
170  3utu  10.92  8.62682
171  3u9q   4.38  5.05022
172  2yfe   6.63  6.54116
173  3fur   8.00  8.32236
174  3b1m   8.48  7.14317
175  2p4y   9.00  7.90258
176  3uo4   6.52  7.11989
177  3up2   7.40  7.43661
178  3e5a   8.23  7.38513
179  2wtv   8.74  8.39295
180  3myg  10.70  7.34112
181  3kgp   2.57  3.91369
182  1c5z   4.01  3.97080
183  1o5b   5.77  5.27953
184  1owh   7.40  6.30372
185  1sqa   9.21  7.11621
186  4jsz   2.30  2.39187
187  3kwa   4.08  3.84655
188  2weg   6.50  6.49636
189  3ryj   7.80  7.34838
190  3dd0   9.00  7.17262
191  2xdl   3.10  5.63710
192  3b27   5.16  5.49316
193  1yc1   6.17  6.71235
194  3rlr   7.52  7.28592
195  2yki   9.46  8.47716
196  1z95   7.12  7.88956
197  3b68   8.40  7.83650
198  3b5r   8.77  7.91991
199  3b65   9.27  7.94622
200  3g0w   9.52  8.34119
201  4u4s   2.92  4.55433
202  1p1q   4.89  6.20486
203  1syi   5.44  6.76797
204  1p1n   6.80  6.14183
205  2al5   8.40  6.59006
206  3g2z   2.36  3.64382
207  3g31   2.89  3.49564
208  4de2   4.12  4.54087
209  4de3   5.52  4.90750
210  4de1   5.96  4.88883
211  1vso   4.72  6.30645
212  4dld   5.82  6.85385
213  3gbb   6.90  6.50282
214  3fv2   8.11  6.69353
215  3fv1   9.30  7.05482
216  4mgd   4.69  7.80373
217  2qe4   7.96  8.16316
218  1qkt   9.04  7.91905
219  2pog   9.54  6.94975
220  2p15  10.30  9.43781
221  2y5h   5.79  8.35464
222  1lpg   7.09  7.44949
223  2xbv   8.43  8.33219
224  1z6e   9.72  8.51925
225  1mq6  11.15  8.48824
226  1nc3   5.00  7.01854
227  1nc1   6.12  7.53100
228  1y6r  10.11  8.31034
229  4f2w  11.30  8.56549
230  4f3c  11.82  8.97495
231  1uto   2.27  3.94251
232  4abg   3.57  4.41298
233  3gy4   5.10  4.17660
234  1k1i   6.58  7.58455
235  1o3f   7.96  5.62570
236  2yge   5.06  7.86635
237  2fxs   6.06  6.27135
238  2iwx   6.68  6.64027
239  2wer   7.05  6.37744
240  2vw5   8.52  7.60321
241  4kzq   6.10  6.18533
242  4kzu   6.50  6.49290
243  4j21   7.41  7.14125
244  4j3l   7.80  7.59792
245  3kr8   8.10  7.08903
246  2ymd   3.16  6.08934
247  2wnc   6.32  7.46684
248  2xys   7.42  7.53864
249  2wn9   8.52  7.21104
250  2x00  11.33  8.81660
251  3ozt   4.13  6.78491
252  3ozs   5.33  6.88516
253  3oe5   6.88  6.90501
254  3oe4   7.47  6.79813
255  3nw9   9.00  7.07623
256  3ao4   2.07  4.62736
257  3zt2   2.84  4.96776
258  3zsx   3.28  5.50846
259  4cig   3.67  5.68834
260  3zso   5.12  6.23590
261  3n7a   3.70  4.41046
262  4ciw   4.82  5.10154
263  3n86   5.64  6.45906
264  3n76   6.85  6.50854
265  2xb8   7.59  6.65811
266  4bkt   3.62  4.59870
267  4w9c   4.65  6.05885
268  4w9l   5.02  7.19591
269  4w9i   5.96  6.32721
270  4w9h   6.73  6.51717
271  3nq9   4.03  4.26921
272  3ueu   5.24  4.70796
273  3uev   5.89  4.77526
274  3uew   6.31  5.58036
275  3uex   6.92  5.70296
276  3lka   2.82  4.14713
277  3ehy   5.85  4.65443
278  3tsk   7.17  6.96479
279  3nx7   8.10  5.97991
280  4gr0   9.55  7.55181
281  3dxg   2.40  3.86337
282  3d6q   3.76  3.88405
283  1w4o   5.22  4.21953
284  1o0h   5.92  4.87347
285  1u1b   7.80  6.16759

Summary of the scoring power: ===================================
The regression equation: logKa = 1.22 + -1.40 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.790
Standard deviation in fitting (SD) = 1.33
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("results/dense_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("results/dense_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
