     code  logKa    score
187  3kwa   4.08  0.14592
188  2weg   6.50  0.92041
189  3ryj   7.80  0.76102
190  3dd0   9.00  0.96813
191  2xdl   3.10  0.90532
192  3b27   5.16  0.95411
193  1yc1   6.17  0.91664
194  3rlr   7.52  0.97580
195  2yki   9.46  0.93492
196  1z95   7.12  0.98364
197  3b68   8.40  0.99051
198  3b5r   8.77  0.99110
199  3b65   9.27  0.99804
200  3g0w   9.52  0.99727
201  4u4s   2.92  0.90543
202  1p1q   4.89  0.98921
203  1syi   5.44  0.99926
204  1p1n   6.80  0.98606
205  2al5   8.40  0.99810
206  3g2z   2.36  0.49603
207  3g31   2.89  0.86832
208  4de2   4.12  0.57184
209  4de3   5.52  0.56697
210  4de1   5.96  0.39620
211  1vso   4.72  0.75950
212  4dld   5.82  0.90370
213  3gbb   6.90  0.99031
214  3fv2   8.11  0.98384
215  3fv1   9.30  0.98966
216  4mgd   4.69  0.94459
217  2qe4   7.96  0.90620
218  1qkt   9.04  0.95389
219  2pog   9.54  0.95191
220  2p15  10.30  0.97856
221  2y5h   5.79  0.94124
222  1lpg   7.09  0.97682
223  2xbv   8.43  0.97903
224  1z6e   9.72  0.94544
225  1mq6  11.15  0.99279
226  1nc3   5.00  0.99866
227  1nc1   6.12  0.99977
228  1y6r  10.11  0.99903
229  4f2w  11.30  0.99876
230  4f3c  11.82  0.99961
231  1uto   2.27  0.64937
232  4abg   3.57  0.92597
233  3gy4   5.10  0.91590
234  1k1i   6.58  0.91675
235  1o3f   7.96  0.93858
236  2yge   5.06  0.80907
237  2fxs   6.06  0.44194
238  2iwx   6.68  0.62981
239  2wer   7.05  0.63290
240  2vw5   8.52  0.60940
241  4kzq   6.10  0.81397
242  4kzu   6.50  0.77938
243  4j21   7.41  0.78546
244  4j3l   7.80  0.73674
245  3kr8   8.10  0.92378
246  2ymd   3.16  0.97968
247  2wnc   6.32  0.94890
248  2xys   7.42  0.97129
249  2wn9   8.52  0.39775
250  2x00  11.33  0.98606
251  3ozt   4.13  0.97617
252  3ozs   5.33  0.90063
253  3oe5   6.88  0.84521
254  3oe4   7.47  0.95763
255  3nw9   9.00  0.99304
256  3ao4   2.07  0.65174
257  3zt2   2.84  0.42046
258  3zsx   3.28  0.31426
259  4cig   3.67  0.37784
260  3zso   5.12  0.37030
261  3n7a   3.70  0.98152
262  4ciw   4.82  0.97126
263  3n86   5.64  0.98292
264  3n76   6.85  0.97956
265  2xb8   7.59  0.95953
266  4bkt   3.62  0.94848
267  4w9c   4.65  0.97813
268  4w9l   5.02  0.97378
269  4w9i   5.96  0.98838
270  4w9h   6.73  0.98657
271  3nq9   4.03  0.81335
272  3ueu   5.24  0.82974
273  3uev   5.89  0.91156
274  3uew   6.31  0.82757
275  3uex   6.92  0.85256
276  3lka   2.82  0.21905
277  3ehy   5.85  0.79732
278  3tsk   7.17  0.98314
279  3nx7   8.10  0.85254
280  4gr0   9.55  0.96134
281  3dxg   2.40  0.60545
282  3d6q   3.76  0.41356
283  1w4o   5.22  0.68911
284  1o0h   5.92  0.54455
285  1u1b   7.80  0.52586

Summary of the scoring power: ===================================
The regression equation: logKa = 3.02 + 3.98 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.302
Standard deviation in fitting (SD) = 2.07
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/default_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/default_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
