     code  logKa     score
217  2qe4   7.96  10.04813
218  1qkt   9.04  10.14991
219  2pog   9.54  10.53880
220  2p15  10.30  14.42729
221  2y5h   5.79   7.92676
222  1lpg   7.09   8.62564
223  2xbv   8.43  10.76081
224  1z6e   9.72  10.95737
225  1mq6  11.15   9.25762
226  1nc3   5.00  10.62925
227  1nc1   6.12   8.43715
228  1y6r  10.11  10.39902
229  4f2w  11.30   9.23921
230  4f3c  11.82   9.11070
231  1uto   2.27   4.24865
232  4abg   3.57   5.52904
233  3gy4   5.10   5.80270
234  1k1i   6.58   7.70830
235  1o3f   7.96   8.71358
236  2yge   5.06   9.43083
237  2fxs   6.06   6.82057
238  2iwx   6.68   9.44418
239  2wer   7.05   9.74280
240  2vw5   8.52  10.16429
241  4kzq   6.10  11.15732
242  4kzu   6.50  11.33132
243  4j21   7.41  11.66819
244  4j3l   7.80  10.89872
245  3kr8   8.10  11.26195
246  2ymd   3.16   7.75638
247  2wnc   6.32   7.97160
248  2xys   7.42  10.78403
249  2wn9   8.52   6.44648
250  2x00  11.33  12.99038
251  3ozt   4.13   9.34300
252  3ozs   5.33   8.82096
253  3oe5   6.88   8.48064
254  3oe4   7.47   8.75530
255  3nw9   9.00  12.43218
256  3ao4   2.07   6.46455
257  3zt2   2.84   8.86171
258  3zsx   3.28   7.36328
259  4cig   3.67   7.62916
260  3zso   5.12   7.79154
261  3n7a   3.70   8.16627
262  4ciw   4.82   8.51388
263  3n86   5.64  12.05955
264  3n76   6.85  10.80817
265  2xb8   7.59  10.44896
266  4bkt   3.62   6.39211
267  4w9c   4.65   7.69586
268  4w9l   5.02   9.03656
269  4w9i   5.96   9.04294
270  4w9h   6.73   8.96237
271  3nq9   4.03   2.44198
272  3ueu   5.24   4.95316
273  3uev   5.89   5.02635
274  3uew   6.31   4.55321
275  3uex   6.92   5.25091
276  3lka   2.82   2.94979
277  3ehy   5.85   4.39017
278  3tsk   7.17   7.61380
279  3nx7   8.10   5.33455
280  4gr0   9.55   8.76646
281  3dxg   2.40   4.95089
282  3d6q   3.76   5.05480
283  1w4o   5.22   4.84570
284  1o0h   5.92   6.68472
285  1u1b   7.80   7.45454

Summary of the scoring power: ===================================
The regression equation: logKa = 0.53 + 2.18 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.557
Standard deviation in fitting (SD) = 1.81
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/default_Affinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/default_Affinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
