     code  logKa     score
89   2j7h   7.19   5.71090
90   2cet   8.02   8.51421
91   3udh   2.85   4.79951
92   3rsx   4.41   4.73586
93   4djv   6.72   7.11829
94   2vkm   8.74   8.34713
95   4gid  10.77   8.54387
96   4jfs   5.27   6.43710
97   4j28   5.70   6.84880
98   2wvt   6.12   6.06769
99   2xii   7.20   8.04937
100  4pcs   7.85   6.58172
101  3rr4   4.55   5.89469
102  1s38   5.15   5.74616
103  1r5y   6.46   5.86070
104  3gc5   7.26   7.79237
105  3ge7   8.70   8.80197
106  4dli   5.62   6.29977
107  2zb1   6.32   6.73681
108  4f9w   6.94   7.55824
109  3e92   8.00   7.22214
110  3e93   8.85   7.62071
111  4owm   2.96   3.30466
112  3twp   3.92   2.98019
113  3r88   4.82   3.05863
114  4gkm   5.17   4.82709
115  3qqs   5.82   4.57539
116  3gv9   2.12   4.15213
117  3gr2   2.52   4.14604
118  4kz6   3.10   5.49424
119  4jxs   4.74   6.02609
120  2r9w   5.10   6.16875
121  2hb1   3.80   3.70206
122  1bzc   4.92   5.35436
123  2qbr   6.33   6.09221
124  2qbq   7.44   6.33780
125  2qbp   8.40   6.76280
126  1q8t   4.76   5.89875
127  1ydr   5.52   7.02838
128  1q8u   5.96   7.42241
129  1ydt   7.32   7.97586
130  3ag9   8.05   6.13296
131  3fcq   2.77   4.06431
132  1z9g   5.64   5.48369
133  1qf1   7.32   7.55949
134  5tmn   8.04   7.27715
135  4tmn  10.17   7.52591
136  4ddk   2.29   3.40924
137  4ddh   3.32   4.15149
138  3ivg   4.30   6.48015
139  3coz   5.57   6.82969
140  3coy   6.02   7.10064
141  3pxf   4.43   5.41663
142  4eor   6.30   7.59881
143  2xnb   6.83   7.78820
144  1pxn   7.15   6.96488
145  2fvd   8.52   7.78199
146  4k77   6.63   6.43352
147  4e5w   7.66   8.12639
148  4ivb   8.72   8.43979
149  4ivd   9.52   8.34824
150  4ivc  10.00   8.59793
151  4f09   6.70   7.41350
152  4gfm   7.22   6.22708
153  4hge   7.92   7.29060
154  4e6q   8.36   7.72594
155  4jia   9.22   6.70897
156  2brb   4.86   6.90460
157  2br1   5.14   7.27988
158  3jvr   5.72   5.86183
159  3jvs   6.54   5.60466
160  1nvq   8.25   7.97484
161  3acw   4.76   6.76737
162  4ea2   6.44   6.81862
163  2zcr   6.87   6.55486
164  2zy1   7.40   6.39687
165  2zcq   8.82   5.88254
166  1bcu   3.28   4.73383
167  3bv9   5.36   7.61693
168  1oyt   7.24   7.10073
169  2zda   8.40   7.73723
170  3utu  10.92   9.44289
171  3u9q   4.38   5.65839
172  2yfe   6.63   6.84731
173  3fur   8.00   8.04688
174  3b1m   8.48   7.09632
175  2p4y   9.00   7.97013
176  3uo4   6.52   7.34367
177  3up2   7.40   7.42164
178  3e5a   8.23   8.21682
179  2wtv   8.74   8.30484
180  3myg  10.70   7.59571
181  3kgp   2.57   4.48797
182  1c5z   4.01   4.51495
183  1o5b   5.77   5.87053
184  1owh   7.40   5.91480
185  1sqa   9.21   7.41276
186  4jsz   2.30   3.50675
187  3kwa   4.08   4.95491
188  2weg   6.50   5.84026
189  3ryj   7.80   6.96266
190  3dd0   9.00   7.09696
191  2xdl   3.10   4.83411
192  3b27   5.16   5.67242
193  1yc1   6.17   6.75605
194  3rlr   7.52   7.12826
195  2yki   9.46   8.76856
196  1z95   7.12   7.12082
197  3b68   8.40   7.67611
198  3b5r   8.77   8.20730
199  3b65   9.27   7.86495
200  3g0w   9.52   7.96983
201  4u4s   2.92   4.85364
202  1p1q   4.89   6.57596
203  1syi   5.44   7.29804
204  1p1n   6.80   6.48086
205  2al5   8.40   6.85974
206  3g2z   2.36   4.27151
207  3g31   2.89   4.37174
208  4de2   4.12   5.76488
209  4de3   5.52   6.17064
210  4de1   5.96   5.80492
211  1vso   4.72   5.69836
212  4dld   5.82   6.77195
213  3gbb   6.90   7.38553
214  3fv2   8.11   6.88824
215  3fv1   9.30   7.70744
216  4mgd   4.69   7.37550
217  2qe4   7.96   7.06174
218  1qkt   9.04   7.79132
219  2pog   9.54   7.40297
220  2p15  10.30   8.89873
221  2y5h   5.79   7.81554
222  1lpg   7.09   8.09289
223  2xbv   8.43   8.85342
224  1z6e   9.72   9.51382
225  1mq6  11.15   8.89377
226  1nc3   5.00   6.66866
227  1nc1   6.12   6.83604
228  1y6r  10.11   9.12289
229  4f2w  11.30   9.19755
230  4f3c  11.82   9.79375
231  1uto   2.27   3.59871
232  4abg   3.57   4.23788
233  3gy4   5.10   4.41006
234  1k1i   6.58   7.79554
235  1o3f   7.96   6.77101
236  2yge   5.06   7.21329
237  2fxs   6.06   5.74592
238  2iwx   6.68   6.52015
239  2wer   7.05   6.32879
240  2vw5   8.52   6.97096
241  4kzq   6.10   6.53080
242  4kzu   6.50   6.41633
243  4j21   7.41   6.82385
244  4j3l   7.80   7.10371
245  3kr8   8.10   6.66404
246  2ymd   3.16   6.05981
247  2wnc   6.32   6.70523
248  2xys   7.42   8.23697
249  2wn9   8.52   6.33820
250  2x00  11.33   8.64328
251  3ozt   4.13   6.69925
252  3ozs   5.33   6.80758
253  3oe5   6.88   6.79085
254  3oe4   7.47   6.89059
255  3nw9   9.00   7.38079
256  3ao4   2.07   4.33337
257  3zt2   2.84   4.69989
258  3zsx   3.28   4.89950
259  4cig   3.67   5.48936
260  3zso   5.12   5.87881
261  3n7a   3.70   4.57018
262  4ciw   4.82   5.31878
263  3n86   5.64   6.76772
264  3n76   6.85   6.40170
265  2xb8   7.59   6.12310
266  4bkt   3.62   5.16970
267  4w9c   4.65   6.64526
268  4w9l   5.02   7.01363
269  4w9i   5.96   7.16133
270  4w9h   6.73   7.23695
271  3nq9   4.03   4.80674
272  3ueu   5.24   6.22901
273  3uev   5.89   6.84920
274  3uew   6.31   6.56274
275  3uex   6.92   6.95484
276  3lka   2.82   3.81261
277  3ehy   5.85   5.48227
278  3tsk   7.17   7.42629
279  3nx7   8.10   5.79432
280  4gr0   9.55   7.68588
281  3dxg   2.40   4.11724
282  3d6q   3.76   4.04985
283  1w4o   5.22   4.60354
284  1o0h   5.92   5.31603
285  1u1b   7.80   6.67898

Summary of the scoring power: ===================================
The regression equation: logKa = 1.27 + -1.83 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.820
Standard deviation in fitting (SD) = 1.24
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/general_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/general_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
