     code  logKa    score
152  4gfm   7.22  0.93321
153  4hge   7.92  0.97538
154  4e6q   8.36  0.95063
155  4jia   9.22  0.78945
156  2brb   4.86  0.84242
157  2br1   5.14  0.80080
158  3jvr   5.72  0.94644
159  3jvs   6.54  0.56043
160  1nvq   8.25  0.99307
161  3acw   4.76  0.82703
162  4ea2   6.44  0.73597
163  2zcr   6.87  0.62393
164  2zy1   7.40  0.88511
165  2zcq   8.82  0.38572
166  1bcu   3.28  0.91024
167  3bv9   5.36  0.65320
168  1oyt   7.24  0.92428
169  2zda   8.40  0.99165
170  3utu  10.92  0.99281
171  3u9q   4.38  0.81887
172  2yfe   6.63  0.84765
173  3fur   8.00  0.94334
174  3b1m   8.48  0.68924
175  2p4y   9.00  0.98455
176  3uo4   6.52  0.96942
177  3up2   7.40  0.98393
178  3e5a   8.23  0.71196
179  2wtv   8.74  0.96981
180  3myg  10.70  0.98456
181  3kgp   2.57  0.96277
182  1c5z   4.01  0.95533
183  1o5b   5.77  0.96788
184  1owh   7.40  0.79550
185  1sqa   9.21  0.87137
186  4jsz   2.30  0.43597
187  3kwa   4.08  0.11931
188  2weg   6.50  0.85867
189  3ryj   7.80  0.78873
190  3dd0   9.00  0.89110
191  2xdl   3.10  0.81856
192  3b27   5.16  0.87881
193  1yc1   6.17  0.94825
194  3rlr   7.52  0.93437
195  2yki   9.46  0.96629
196  1z95   7.12  0.88073
197  3b68   8.40  0.93216
198  3b5r   8.77  0.98214
199  3b65   9.27  0.97059
200  3g0w   9.52  0.99092
201  4u4s   2.92  0.79814
202  1p1q   4.89  0.87836
203  1syi   5.44  0.92972
204  1p1n   6.80  0.74507
205  2al5   8.40  0.94969
206  3g2z   2.36  0.31424
207  3g31   2.89  0.63118
208  4de2   4.12  0.72466
209  4de3   5.52  0.84072
210  4de1   5.96  0.68476
211  1vso   4.72  0.85809
212  4dld   5.82  0.75269
213  3gbb   6.90  0.95751
214  3fv2   8.11  0.91686
215  3fv1   9.30  0.92822
216  4mgd   4.69  0.98342
217  2qe4   7.96  0.92722
218  1qkt   9.04  0.95180
219  2pog   9.54  0.93674
220  2p15  10.30  0.98581
221  2y5h   5.79  0.95655
222  1lpg   7.09  0.91050
223  2xbv   8.43  0.94189
224  1z6e   9.72  0.98903
225  1mq6  11.15  0.98079
226  1nc3   5.00  0.98931
227  1nc1   6.12  0.97892
228  1y6r  10.11  0.99760
229  4f2w  11.30  0.99285
230  4f3c  11.82  0.99098
231  1uto   2.27  0.95477
232  4abg   3.57  0.97048
233  3gy4   5.10  0.96050
234  1k1i   6.58  0.95501
235  1o3f   7.96  0.95592
236  2yge   5.06  0.87046
237  2fxs   6.06  0.81391
238  2iwx   6.68  0.90798
239  2wer   7.05  0.91346
240  2vw5   8.52  0.86833
241  4kzq   6.10  0.87787
242  4kzu   6.50  0.84594
243  4j21   7.41  0.89727
244  4j3l   7.80  0.93197
245  3kr8   8.10  0.96633
246  2ymd   3.16  0.89002
247  2wnc   6.32  0.94107
248  2xys   7.42  0.91948
249  2wn9   8.52  0.81138
250  2x00  11.33  0.96906
251  3ozt   4.13  0.97848
252  3ozs   5.33  0.95790
253  3oe5   6.88  0.94573
254  3oe4   7.47  0.93672
255  3nw9   9.00  0.95602
256  3ao4   2.07  0.91466
257  3zt2   2.84  0.85864
258  3zsx   3.28  0.57113
259  4cig   3.67  0.82031
260  3zso   5.12  0.65748
261  3n7a   3.70  0.87278
262  4ciw   4.82  0.82808
263  3n86   5.64  0.96182
264  3n76   6.85  0.73379
265  2xb8   7.59  0.88813
266  4bkt   3.62  0.92628
267  4w9c   4.65  0.92309
268  4w9l   5.02  0.96569
269  4w9i   5.96  0.96712
270  4w9h   6.73  0.95938
271  3nq9   4.03  0.57036
272  3ueu   5.24  0.68241
273  3uev   5.89  0.79838
274  3uew   6.31  0.60098
275  3uex   6.92  0.75923
276  3lka   2.82  0.54757
277  3ehy   5.85  0.31679
278  3tsk   7.17  0.89169
279  3nx7   8.10  0.78089
280  4gr0   9.55  0.76536
281  3dxg   2.40  0.78117
282  3d6q   3.76  0.57147
283  1w4o   5.22  0.60321
284  1o0h   5.92  0.92088
285  1u1b   7.80  0.88273

Summary of the scoring power: ===================================
The regression equation: logKa = 5.26 + 1.95 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.369
Standard deviation in fitting (SD) = 2.02
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/crossdock_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/crossdock_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
