     code  logKa    score
181  3kgp   2.57  0.94052
182  1c5z   4.01  0.96234
183  1o5b   5.77  0.96922
184  1owh   7.40  0.85887
185  1sqa   9.21  0.86671
186  4jsz   2.30  0.22908
187  3kwa   4.08  0.09437
188  2weg   6.50  0.82313
189  3ryj   7.80  0.55388
190  3dd0   9.00  0.83974
191  2xdl   3.10  0.86260
192  3b27   5.16  0.92977
193  1yc1   6.17  0.89833
194  3rlr   7.52  0.90059
195  2yki   9.46  0.95739
196  1z95   7.12  0.88338
197  3b68   8.40  0.97102
198  3b5r   8.77  0.99408
199  3b65   9.27  0.99627
200  3g0w   9.52  0.97972
201  4u4s   2.92  0.73155
202  1p1q   4.89  0.79583
203  1syi   5.44  0.98374
204  1p1n   6.80  0.70195
205  2al5   8.40  0.98836
206  3g2z   2.36  0.30864
207  3g31   2.89  0.53734
208  4de2   4.12  0.78262
209  4de3   5.52  0.88661
210  4de1   5.96  0.80471
211  1vso   4.72  0.94589
212  4dld   5.82  0.83826
213  3gbb   6.90  0.98730
214  3fv2   8.11  0.92802
215  3fv1   9.30  0.96639
216  4mgd   4.69  0.99465
217  2qe4   7.96  0.94358
218  1qkt   9.04  0.95991
219  2pog   9.54  0.95890
220  2p15  10.30  0.99131
221  2y5h   5.79  0.96241
222  1lpg   7.09  0.85238
223  2xbv   8.43  0.96291
224  1z6e   9.72  0.99683
225  1mq6  11.15  0.99544
226  1nc3   5.00  0.99742
227  1nc1   6.12  0.91028
228  1y6r  10.11  0.99898
229  4f2w  11.30  0.99847
230  4f3c  11.82  0.99835
231  1uto   2.27  0.92617
232  4abg   3.57  0.96756
233  3gy4   5.10  0.93254
234  1k1i   6.58  0.91883
235  1o3f   7.96  0.95902
236  2yge   5.06  0.88967
237  2fxs   6.06  0.85035
238  2iwx   6.68  0.95050
239  2wer   7.05  0.90792
240  2vw5   8.52  0.97291
241  4kzq   6.10  0.87997
242  4kzu   6.50  0.85633
243  4j21   7.41  0.89187
244  4j3l   7.80  0.91028
245  3kr8   8.10  0.96126
246  2ymd   3.16  0.89288
247  2wnc   6.32  0.93806
248  2xys   7.42  0.95536
249  2wn9   8.52  0.81053
250  2x00  11.33  0.92351
251  3ozt   4.13  0.93820
252  3ozs   5.33  0.85613
253  3oe5   6.88  0.90277
254  3oe4   7.47  0.76272
255  3nw9   9.00  0.96356
256  3ao4   2.07  0.71182
257  3zt2   2.84  0.89297
258  3zsx   3.28  0.60096
259  4cig   3.67  0.92541
260  3zso   5.12  0.86348
261  3n7a   3.70  0.97155
262  4ciw   4.82  0.92547
263  3n86   5.64  0.98930
264  3n76   6.85  0.87370
265  2xb8   7.59  0.94020
266  4bkt   3.62  0.88895
267  4w9c   4.65  0.91447
268  4w9l   5.02  0.97090
269  4w9i   5.96  0.97046
270  4w9h   6.73  0.96533
271  3nq9   4.03  0.36583
272  3ueu   5.24  0.72118
273  3uev   5.89  0.89597
274  3uew   6.31  0.60296
275  3uex   6.92  0.83554
276  3lka   2.82  0.21499
277  3ehy   5.85  0.22720
278  3tsk   7.17  0.73793
279  3nx7   8.10  0.73308
280  4gr0   9.55  0.34919
281  3dxg   2.40  0.50557
282  3d6q   3.76  0.28258
283  1w4o   5.22  0.36673
284  1o0h   5.92  0.92659
285  1u1b   7.80  0.87904

Summary of the scoring power: ===================================
The regression equation: logKa = 3.35 + 3.64 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.289
Standard deviation in fitting (SD) = 2.08
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/redock_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/redock_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
