     code  logKa    score
217  2qe4   7.96  0.98900
218  1qkt   9.04  0.90915
219  2pog   9.54  0.85478
220  2p15  10.30  0.99637
221  2y5h   5.79  0.99424
222  1lpg   7.09  0.92013
223  2xbv   8.43  0.99182
224  1z6e   9.72  0.99907
225  1mq6  11.15  0.99937
226  1nc3   5.00  0.99047
227  1nc1   6.12  0.98919
228  1y6r  10.11  0.99708
229  4f2w  11.30  0.99488
230  4f3c  11.82  0.99159
231  1uto   2.27  0.97314
232  4abg   3.57  0.97359
233  3gy4   5.10  0.92891
234  1k1i   6.58  0.85245
235  1o3f   7.96  0.97531
236  2yge   5.06  0.99122
237  2fxs   6.06  0.97288
238  2iwx   6.68  0.97548
239  2wer   7.05  0.98141
240  2vw5   8.52  0.98426
241  4kzq   6.10  0.98149
242  4kzu   6.50  0.98946
243  4j21   7.41  0.98975
244  4j3l   7.80  0.99086
245  3kr8   8.10  0.99409
246  2ymd   3.16  0.96868
247  2wnc   6.32  0.98027
248  2xys   7.42  0.94395
249  2wn9   8.52  0.59161
250  2x00  11.33  0.98905
251  3ozt   4.13  0.99455
252  3ozs   5.33  0.98699
253  3oe5   6.88  0.99518
254  3oe4   7.47  0.99452
255  3nw9   9.00  0.99503
256  3ao4   2.07  0.97776
257  3zt2   2.84  0.98197
258  3zsx   3.28  0.93651
259  4cig   3.67  0.97155
260  3zso   5.12  0.90786
261  3n7a   3.70  0.97460
262  4ciw   4.82  0.97550
263  3n86   5.64  0.98282
264  3n76   6.85  0.98415
265  2xb8   7.59  0.99002
266  4bkt   3.62  0.99289
267  4w9c   4.65  0.98459
268  4w9l   5.02  0.99576
269  4w9i   5.96  0.99436
270  4w9h   6.73  0.99415
271  3nq9   4.03  0.17907
272  3ueu   5.24  0.60468
273  3uev   5.89  0.22206
274  3uew   6.31  0.33864
275  3uex   6.92  0.45532
276  3lka   2.82  0.83210
277  3ehy   5.85  0.28758
278  3tsk   7.17  0.20014
279  3nx7   8.10  0.38986
280  4gr0   9.55  0.32587
281  3dxg   2.40  0.95533
282  3d6q   3.76  0.34757
283  1w4o   5.22  0.98495
284  1o0h   5.92  0.81292
285  1u1b   7.80  0.97016

Summary of the scoring power: ===================================
The regression equation: logKa = 1.81 + 4.85 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.146
Standard deviation in fitting (SD) = 2.15
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/dense_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/dense_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
