     code  logKa     score
114  4gkm   5.17   3.61929
115  3qqs   5.82   3.74457
116  3gv9   2.12   2.39052
117  3gr2   2.52   2.06640
118  4kz6   3.10   4.48624
119  4jxs   4.74   3.83204
120  2r9w   5.10   4.32044
121  2hb1   3.80   4.11556
122  1bzc   4.92   6.37789
123  2qbr   6.33   6.67620
124  2qbq   7.44   6.43184
125  2qbp   8.40   7.14008
126  1q8t   4.76   5.85947
127  1ydr   5.52   6.36288
128  1q8u   5.96   6.53962
129  1ydt   7.32   7.32791
130  3ag9   8.05   5.32988
131  3fcq   2.77   2.09787
132  1z9g   5.64   5.35505
133  1qf1   7.32   8.02492
134  5tmn   8.04   5.54694
135  4tmn  10.17   5.77630
136  4ddk   2.29   2.32033
137  4ddh   3.32   3.55735
138  3ivg   4.30   5.35031
139  3coz   5.57   6.06431
140  3coy   6.02   6.52932
141  3pxf   4.43   4.90344
142  4eor   6.30   7.50665
143  2xnb   6.83   8.44532
144  1pxn   7.15   7.43529
145  2fvd   8.52   8.68291
146  4k77   6.63   5.80396
147  4e5w   7.66   7.99449
148  4ivb   8.72   9.41185
149  4ivd   9.52   9.37221
150  4ivc  10.00   9.55939
151  4f09   6.70   7.77822
152  4gfm   7.22   4.92789
153  4hge   7.92   6.51700
154  4e6q   8.36   7.26963
155  4jia   9.22   6.36081
156  2brb   4.86   7.05365
157  2br1   5.14   7.47588
158  3jvr   5.72   4.30492
159  3jvs   6.54   4.71066
160  1nvq   8.25   7.68445
161  3acw   4.76   5.31730
162  4ea2   6.44   7.15323
163  2zcr   6.87   5.49012
164  2zy1   7.40   5.36908
165  2zcq   8.82   4.19910
166  1bcu   3.28   2.95330
167  3bv9   5.36   6.85909
168  1oyt   7.24   6.50993
169  2zda   8.40   6.80911
170  3utu  10.92   8.78441
171  3u9q   4.38   5.45059
172  2yfe   6.63   5.91293
173  3fur   8.00   7.88719
174  3b1m   8.48   7.44429
175  2p4y   9.00   7.10272
176  3uo4   6.52   7.42394
177  3up2   7.40   7.44205
178  3e5a   8.23   8.24127
179  2wtv   8.74   7.75795
180  3myg  10.70   6.11922
181  3kgp   2.57   3.65274
182  1c5z   4.01   4.31424
183  1o5b   5.77   4.45056
184  1owh   7.40   6.54170
185  1sqa   9.21   7.02923
186  4jsz   2.30   1.72005
187  3kwa   4.08   4.03409
188  2weg   6.50   5.06152
189  3ryj   7.80   6.81278
190  3dd0   9.00   7.36935
191  2xdl   3.10   5.64193
192  3b27   5.16   5.66907
193  1yc1   6.17   7.06506
194  3rlr   7.52   8.42919
195  2yki   9.46   9.04858
196  1z95   7.12   7.86776
197  3b68   8.40   7.74125
198  3b5r   8.77   8.32682
199  3b65   9.27   8.03964
200  3g0w   9.52   8.21986
201  4u4s   2.92   3.69952
202  1p1q   4.89   6.22326
203  1syi   5.44   6.65723
204  1p1n   6.80   6.79809
205  2al5   8.40   6.70248
206  3g2z   2.36   2.17048
207  3g31   2.89   4.65880
208  4de2   4.12   5.45390
209  4de3   5.52   4.54563
210  4de1   5.96   4.86507
211  1vso   4.72   4.23631
212  4dld   5.82   5.41918
213  3gbb   6.90   7.02388
214  3fv2   8.11   6.95301
215  3fv1   9.30   7.19770
216  4mgd   4.69   7.75883
217  2qe4   7.96   7.04275
218  1qkt   9.04   8.41006
219  2pog   9.54   8.08646
220  2p15  10.30   8.87468
221  2y5h   5.79   6.12189
222  1lpg   7.09   8.29131
223  2xbv   8.43   7.31669
224  1z6e   9.72   9.47989
225  1mq6  11.15   9.23450
226  1nc3   5.00   6.39424
227  1nc1   6.12   6.47429
228  1y6r  10.11   9.88607
229  4f2w  11.30  10.21753
230  4f3c  11.82  10.70324
231  1uto   2.27   3.50336
232  4abg   3.57   5.03190
233  3gy4   5.10   4.31049
234  1k1i   6.58   6.63785
235  1o3f   7.96   5.60298
236  2yge   5.06   6.94594
237  2fxs   6.06   5.91247
238  2iwx   6.68   6.84203
239  2wer   7.05   6.58136
240  2vw5   8.52   6.70810
241  4kzq   6.10   5.26881
242  4kzu   6.50   5.46900
243  4j21   7.41   5.65215
244  4j3l   7.80   6.17405
245  3kr8   8.10   7.04469
246  2ymd   3.16   6.10133
247  2wnc   6.32   6.36360
248  2xys   7.42   7.98535
249  2wn9   8.52   5.79031
250  2x00  11.33   9.85413
251  3ozt   4.13   6.10928
252  3ozs   5.33   6.32980
253  3oe5   6.88   5.75950
254  3oe4   7.47   5.59691
255  3nw9   9.00   8.08998
256  3ao4   2.07   3.25232
257  3zt2   2.84   3.80253
258  3zsx   3.28   3.15207
259  4cig   3.67   3.70261
260  3zso   5.12   3.83422
261  3n7a   3.70   4.49214
262  4ciw   4.82   5.02521
263  3n86   5.64   6.92250
264  3n76   6.85   6.65974
265  2xb8   7.59   6.23292
266  4bkt   3.62   4.49202
267  4w9c   4.65   6.47694
268  4w9l   5.02   6.71541
269  4w9i   5.96   6.23460
270  4w9h   6.73   6.52995
271  3nq9   4.03   4.51249
272  3ueu   5.24   5.28268
273  3uev   5.89   5.79329
274  3uew   6.31   5.98312
275  3uex   6.92   6.11060
276  3lka   2.82   3.16160
277  3ehy   5.85   4.20382
278  3tsk   7.17   7.74554
279  3nx7   8.10   4.79457
280  4gr0   9.55   8.07053
281  3dxg   2.40   2.28159
282  3d6q   3.76   2.67430
283  1w4o   5.22   3.90106
284  1o0h   5.92   3.73197
285  1u1b   7.80   4.40702

Summary of the scoring power: ===================================
The regression equation: logKa = 0.98 + 0.41 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.792
Standard deviation in fitting (SD) = 1.33
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/default_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/default_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
