     code  logKa    score
164  2zy1   7.40  6.75361
165  2zcq   8.82  5.96742
166  1bcu   3.28  5.24554
167  3bv9   5.36  8.17883
168  1oyt   7.24  7.67888
169  2zda   8.40  7.62892
170  3utu  10.92  8.81002
171  3u9q   4.38  4.68508
172  2yfe   6.63  6.58580
173  3fur   8.00  8.33001
174  3b1m   8.48  7.18420
175  2p4y   9.00  8.10317
176  3uo4   6.52  7.25555
177  3up2   7.40  7.45138
178  3e5a   8.23  7.88462
179  2wtv   8.74  8.17120
180  3myg  10.70  7.36308
181  3kgp   2.57  4.15881
182  1c5z   4.01  4.10946
183  1o5b   5.77  5.46555
184  1owh   7.40  6.14973
185  1sqa   9.21  6.80423
186  4jsz   2.30  2.30086
187  3kwa   4.08  4.33208
188  2weg   6.50  5.88033
189  3ryj   7.80  6.99231
190  3dd0   9.00  6.66026
191  2xdl   3.10  5.60314
192  3b27   5.16  5.47167
193  1yc1   6.17  6.69849
194  3rlr   7.52  7.31102
195  2yki   9.46  8.50390
196  1z95   7.12  7.79663
197  3b68   8.40  7.92672
198  3b5r   8.77  7.89253
199  3b65   9.27  7.87363
200  3g0w   9.52  8.27934
201  4u4s   2.92  4.57030
202  1p1q   4.89  6.37028
203  1syi   5.44  6.72493
204  1p1n   6.80  6.39911
205  2al5   8.40  6.41836
206  3g2z   2.36  3.45148
207  3g31   2.89  3.31486
208  4de2   4.12  4.58712
209  4de3   5.52  4.98952
210  4de1   5.96  4.85847
211  1vso   4.72  6.31203
212  4dld   5.82  6.94818
213  3gbb   6.90  6.47971
214  3fv2   8.11  6.61885
215  3fv1   9.30  6.98669
216  4mgd   4.69  7.92273
217  2qe4   7.96  8.23638
218  1qkt   9.04  7.63287
219  2pog   9.54  7.82168
220  2p15  10.30  9.45862
221  2y5h   5.79  8.36921
222  1lpg   7.09  7.69678
223  2xbv   8.43  8.19052
224  1z6e   9.72  8.71561
225  1mq6  11.15  8.56828
226  1nc3   5.00  7.23610
227  1nc1   6.12  7.63090
228  1y6r  10.11  8.44058
229  4f2w  11.30  8.59416
230  4f3c  11.82  9.02909
231  1uto   2.27  3.97122
232  4abg   3.57  4.46827
233  3gy4   5.10  4.17221
234  1k1i   6.58  7.55714
235  1o3f   7.96  6.54992
236  2yge   5.06  7.96056
237  2fxs   6.06  6.11951
238  2iwx   6.68  6.71388
239  2wer   7.05  6.53334
240  2vw5   8.52  7.57848
241  4kzq   6.10  6.32151
242  4kzu   6.50  6.58304
243  4j21   7.41  7.07869
244  4j3l   7.80  7.66099
245  3kr8   8.10  7.12473
246  2ymd   3.16  6.15554
247  2wnc   6.32  7.55788
248  2xys   7.42  7.82215
249  2wn9   8.52  6.79794
250  2x00  11.33  8.75415
251  3ozt   4.13  6.58417
252  3ozs   5.33  6.68636
253  3oe5   6.88  6.81914
254  3oe4   7.47  6.74484
255  3nw9   9.00  7.09414
256  3ao4   2.07  4.66086
257  3zt2   2.84  4.96625
258  3zsx   3.28  5.35868
259  4cig   3.67  5.49634
260  3zso   5.12  6.17404
261  3n7a   3.70  4.36446
262  4ciw   4.82  5.10556
263  3n86   5.64  6.37043
264  3n76   6.85  6.46530
265  2xb8   7.59  6.72574
266  4bkt   3.62  4.62940
267  4w9c   4.65  5.86991
268  4w9l   5.02  7.04125
269  4w9i   5.96  6.20243
270  4w9h   6.73  6.57584
271  3nq9   4.03  3.85144
272  3ueu   5.24  4.92996
273  3uev   5.89  4.96159
274  3uew   6.31  5.18383
275  3uex   6.92  5.64716
276  3lka   2.82  4.70101
277  3ehy   5.85  4.81441
278  3tsk   7.17  6.47767
279  3nx7   8.10  5.77022
280  4gr0   9.55  7.18450
281  3dxg   2.40  3.95662
282  3d6q   3.76  3.36074
283  1w4o   5.22  4.46104
284  1o0h   5.92  4.88816
285  1u1b   7.80  6.19716

Summary of the scoring power: ===================================
The regression equation: logKa = 1.20 + -1.29 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.781
Standard deviation in fitting (SD) = 1.36
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/dense_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/dense_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
