     code  logKa    score
164  2zy1   7.40  6.33117
165  2zcq   8.82  5.63101
166  1bcu   3.28  5.15309
167  3bv9   5.36  7.88341
168  1oyt   7.24  6.75763
169  2zda   8.40  7.00747
170  3utu  10.92  8.52864
171  3u9q   4.38  5.33279
172  2yfe   6.63  6.42034
173  3fur   8.00  8.36193
174  3b1m   8.48  7.01757
175  2p4y   9.00  8.66057
176  3uo4   6.52  7.28430
177  3up2   7.40  7.21403
178  3e5a   8.23  7.52202
179  2wtv   8.74  7.85630
180  3myg  10.70  7.37170
181  3kgp   2.57  4.64474
182  1c5z   4.01  4.91077
183  1o5b   5.77  5.88129
184  1owh   7.40  5.58741
185  1sqa   9.21  6.61249
186  4jsz   2.30  3.00196
187  3kwa   4.08  4.56429
188  2weg   6.50  5.05868
189  3ryj   7.80  5.13257
190  3dd0   9.00  5.65050
191  2xdl   3.10  5.49357
192  3b27   5.16  6.10067
193  1yc1   6.17  6.36787
194  3rlr   7.52  7.04777
195  2yki   9.46  7.96240
196  1z95   7.12  7.32389
197  3b68   8.40  7.56413
198  3b5r   8.77  7.96136
199  3b65   9.27  7.73004
200  3g0w   9.52  7.51446
201  4u4s   2.92  5.16094
202  1p1q   4.89  5.20430
203  1syi   5.44  6.25190
204  1p1n   6.80  5.10717
205  2al5   8.40  6.03860
206  3g2z   2.36  4.02938
207  3g31   2.89  3.65763
208  4de2   4.12  5.64511
209  4de3   5.52  5.68554
210  4de1   5.96  5.63475
211  1vso   4.72  5.23832
212  4dld   5.82  5.77993
213  3gbb   6.90  5.83888
214  3fv2   8.11  5.66543
215  3fv1   9.30  6.19867
216  4mgd   4.69  7.28357
217  2qe4   7.96  6.87605
218  1qkt   9.04  6.72891
219  2pog   9.54  6.81547
220  2p15  10.30  8.71001
221  2y5h   5.79  7.17222
222  1lpg   7.09  6.91151
223  2xbv   8.43  7.48057
224  1z6e   9.72  8.23246
225  1mq6  11.15  8.02425
226  1nc3   5.00  6.95761
227  1nc1   6.12  6.78910
228  1y6r  10.11  7.68704
229  4f2w  11.30  7.81262
230  4f3c  11.82  8.18055
231  1uto   2.27  4.58182
232  4abg   3.57  5.34831
233  3gy4   5.10  4.86338
234  1k1i   6.58  6.80420
235  1o3f   7.96  6.14953
236  2yge   5.06  7.21159
237  2fxs   6.06  5.66419
238  2iwx   6.68  6.33552
239  2wer   7.05  6.09881
240  2vw5   8.52  7.55396
241  4kzq   6.10  5.69428
242  4kzu   6.50  5.91792
243  4j21   7.41  6.18797
244  4j3l   7.80  6.35602
245  3kr8   8.10  6.51486
246  2ymd   3.16  5.64222
247  2wnc   6.32  5.92178
248  2xys   7.42  6.69164
249  2wn9   8.52  5.68032
250  2x00  11.33  7.66634
251  3ozt   4.13  6.19482
252  3ozs   5.33  6.21971
253  3oe5   6.88  6.16328
254  3oe4   7.47  6.18853
255  3nw9   9.00  6.93331
256  3ao4   2.07  5.19973
257  3zt2   2.84  5.37928
258  3zsx   3.28  5.94227
259  4cig   3.67  6.46115
260  3zso   5.12  7.04656
261  3n7a   3.70  5.12465
262  4ciw   4.82  5.41413
263  3n86   5.64  6.70235
264  3n76   6.85  6.19845
265  2xb8   7.59  6.10377
266  4bkt   3.62  4.83341
267  4w9c   4.65  6.01484
268  4w9l   5.02  7.03332
269  4w9i   5.96  6.47284
270  4w9h   6.73  6.62550
271  3nq9   4.03  3.85476
272  3ueu   5.24  5.35830
273  3uev   5.89  5.79638
274  3uew   6.31  5.49963
275  3uex   6.92  6.03109
276  3lka   2.82  3.84221
277  3ehy   5.85  4.22196
278  3tsk   7.17  6.59489
279  3nx7   8.10  4.96102
280  4gr0   9.55  6.88334
281  3dxg   2.40  4.11404
282  3d6q   3.76  4.38509
283  1w4o   5.22  4.19803
284  1o0h   5.92  5.23946
285  1u1b   7.80  6.72358

Summary of the scoring power: ===================================
The regression equation: logKa = 1.37 + -2.13 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.727
Standard deviation in fitting (SD) = 1.49
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("analysis/outputs/scoring/amberopt/redock_default2018_CNNaffinity_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("analysis/outputs/scoring/amberopt/redock_default2018_CNNaffinity-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
