     code  logKa    score
208  4de2   4.12  0.95625
209  4de3   5.52  0.98926
210  4de1   5.96  0.92962
211  1vso   4.72  0.99404
212  4dld   5.82  0.98041
213  3gbb   6.90  0.99158
214  3fv2   8.11  0.93573
215  3fv1   9.30  0.95666
216  4mgd   4.69  0.96787
217  2qe4   7.96  0.83065
218  1qkt   9.04  0.98253
219  2pog   9.54  0.89347
220  2p15  10.30  0.96297
221  2y5h   5.79  0.97237
222  1lpg   7.09  0.99696
223  2xbv   8.43  0.99676
224  1z6e   9.72  0.99851
225  1mq6  11.15  0.99849
226  1nc3   5.00  0.88217
227  1nc1   6.12  0.63341
228  1y6r  10.11  0.93865
229  4f2w  11.30  0.93566
230  4f3c  11.82  0.96198
231  1uto   2.27  0.94525
232  4abg   3.57  0.96704
233  3gy4   5.10  0.98666
234  1k1i   6.58  0.98248
235  1o3f   7.96  0.98866
236  2yge   5.06  0.78754
237  2fxs   6.06  0.88487
238  2iwx   6.68  0.96874
239  2wer   7.05  0.93961
240  2vw5   8.52  0.86586
241  4kzq   6.10  0.95259
242  4kzu   6.50  0.93856
243  4j21   7.41  0.86420
244  4j3l   7.80  0.84509
245  3kr8   8.10  0.88053
246  2ymd   3.16  0.80726
247  2wnc   6.32  0.88176
248  2xys   7.42  0.94808
249  2wn9   8.52  0.94476
250  2x00  11.33  0.98081
251  3ozt   4.13  0.98183
252  3ozs   5.33  0.95458
253  3oe5   6.88  0.98511
254  3oe4   7.47  0.98390
255  3nw9   9.00  0.98128
256  3ao4   2.07  0.94570
257  3zt2   2.84  0.96938
258  3zsx   3.28  0.92103
259  4cig   3.67  0.93029
260  3zso   5.12  0.81125
261  3n7a   3.70  0.93871
262  4ciw   4.82  0.81967
263  3n86   5.64  0.93910
264  3n76   6.85  0.92086
265  2xb8   7.59  0.88218
266  4bkt   3.62  0.95474
267  4w9c   4.65  0.95352
268  4w9l   5.02  0.95292
269  4w9i   5.96  0.99066
270  4w9h   6.73  0.99137
271  3nq9   4.03  0.79223
272  3ueu   5.24  0.86159
273  3uev   5.89  0.96702
274  3uew   6.31  0.93541
275  3uex   6.92  0.96795
276  3lka   2.82  0.68030
277  3ehy   5.85  0.96586
278  3tsk   7.17  0.94110
279  3nx7   8.10  0.99622
280  4gr0   9.55  0.97304
281  3dxg   2.40  0.95370
282  3d6q   3.76  0.83449
283  1w4o   5.22  0.99505
284  1o0h   5.92  0.99763
285  1u1b   7.80  0.99578

Summary of the scoring power: ===================================
The regression equation: logKa = 3.74 + 3.07 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.238
Standard deviation in fitting (SD) = 2.11
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("results/general_default2018_CNNscore_processed_score",header=FALSE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285)
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("results/general_default2018_CNNscore-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
